"","sgCtrl_g1_rep2","sgCtrl_g1_rep3","sgCtrl_g2_rep1","sgCtrl_g2_rep2","sgCtrl_g2_rep3","sgNfe2l1_g1_rep1","sgNfe2l1_g1_rep2","sgNfe2l1_g1_rep3","sgNfe2l1_g2_rep1","sgNfe2l1_g2_rep2","sgNfe2l1_g2_rep3","sgNfe2l2_g1_rep1","sgNfe2l2_g1_rep2","sgNfe2l2_g1_rep3","sgNfe2l2_g2_rep1","sgNfe2l2_g2_rep2","sgNfe2l2_g2_rep3","doubleKO_g1_rep1","doubleKO_g1_rep2","doubleKO_g1_rep3","doubleKO_g2_rep1","doubleKO_g2_rep2","doubleKO_g2_rep3"
"Tram2",1.74832107821341,2.56639295798022,9.13427701086964,12.1101068894601,1.66254448812942,1.14514572593205,5.74318989272721,4.24963115333913,0,11.5793283520829,2.11982782403975,1.4859499369768,0,3.46197242798606,1.80459760675745,4.22905089575072,2.76916185769133,7.21171999792598,6.56408549098335,8.4942931881698,8.44569101108543,1.83890235893563,6.81676358540297
"Tmem14a",8.74160539106706,1.28319647899011,0,2.69113486432446,3.32508897625883,10.3063115333884,8.61478483909081,6.37444673000869,5.6505944304328,3.85977611736098,14.8387947682782,5.44848310224828,4.24107224122546,5.1929586419791,4.51149401689362,4.22905089575072,2.76916185769133,4.32703199875558,3.93845129459001,1.41571553136163,11.8239674155196,3.67780471787127,8.18011630248357
"Kcnq5",8.74160539106706,7.69917887394065,4.56713850543482,5.38226972864893,6.65017795251766,18.3223316149128,5.74318989272721,4.24963115333913,11.3011888608656,11.5793283520829,19.0784504163577,16.8407659524038,15.5505982178267,12.9823966049477,12.6321832473021,8.45810179150143,15.6919171935842,17.3081279950223,7.87690258918002,11.3257242508931,5.06741460665126,16.5501212304207,9.54346901956416
"Ogfrl1",8.74160539106706,10.2655718319209,13.7014155163045,8.07340459297339,13.3003559050353,12.5966029852525,14.357974731818,2.12481557666956,15.5391346836902,17.3689925281244,16.958622592318,13.3735494327912,11.3095259766012,14.7133828189408,14.8879302557489,10.5726272393768,12.9227553358929,8.65406399751117,23.6307077675401,11.3257242508931,10.1348292133025,14.7112188714851,14.9968798878865
"Smap1",27.9731372514146,50.0446626806142,52.5220928125004,60.5505344473004,38.2385232269766,65.2733063781267,45.9455191418177,63.7444673000869,56.505944304328,61.7564178777757,55.1155234250334,61.4192640617079,36.755959423954,46.7366277778119,60.4540198263745,74.0083906756375,54.4601832012629,28.8468799917039,60.3895865170468,33.9771727526792,45.6067314598613,73.5560943574254,43.627286946579
"Sdhaf4",47.2046691117621,73.1421993024361,54.8056620652178,65.9328041759493,59.851601572659,58.4024320225344,48.8171140881813,63.7444673000869,69.2197817728019,48.2472014670122,59.3551790731129,62.4098973530258,50.8928668947055,54.5260657407805,55.4913764077915,50.7486107490086,53.5371292486991,54.8090719842374,60.3895865170468,70.7857765680817,65.8763898864664,44.1336566144552,43.627286946579
"Col19a1",8.74160539106706,16.6815542268714,29.6864002853263,13.4556743216223,13.3003559050353,18.3223316149128,11.4863797854544,19.1233401900261,15.5391346836902,11.5793283520829,12.7189669442385,14.859499369768,8.48214448245091,12.1169034979512,10.3764362388553,21.1452544787536,10.1535934782016,18.7504719946075,7.87690258918002,11.3257242508931,6.75655280886834,7.35560943574254,8.18011630248357
"Lmbrd1",76.9261274413901,75.7085922604164,59.3728005706527,94.1897202513562,88.1148578708591,82.4504922671074,86.1478483909081,78.6181763367739,76.2830248108429,100.354179051385,69.9543181933116,74.2974968488402,70.6845373537576,73.5669140947039,76.2442488855022,78.2374415713882,68.3059924897195,75.0018879784301,60.3895865170468,73.6172076308049,70.9438044931176,66.2004849216828,62.7142249857073
"Phf3",33.2181004860548,16.6815542268714,20.5521232744567,25.5657812110824,21.6130783456824,21.7577687927089,14.357974731818,12.7488934600174,33.9035665825968,15.4391044694439,21.1982782403975,19.3173491806985,36.755959423954,16.4443690329338,22.5574700844681,21.1452544787536,22.1532948615307,27.4045359921187,15.75380517836,18.4043019077012,20.269658426605,22.0668283072276,21.8136434732895
"Khdrbs2",12.2382475474939,19.2479471848516,18.2685540217393,10.7645394572979,11.6378114169059,17.1771858889807,17.2295696781816,8.49926230667826,9.88854025325741,11.5793283520829,19.0784504163577,15.354816015427,15.5505982178267,17.3098621399303,13.0833326489915,10.5726272393768,13.8458092884567,12.9810959962668,6.56408549098335,11.3257242508931,10.1348292133025,14.7112188714851,9.54346901956416
"Prim2",8.74160539106706,8.98237535293075,6.85070775815223,5.38226972864893,8.31272244064708,10.3063115333884,0,8.49926230667826,7.06324303804101,5.78966417604147,4.23965564807949,2.97189987395361,0,5.1929586419791,10.3764362388553,8.45810179150143,6.46137766794644,7.21171999792598,15.75380517836,7.07857765680817,5.06741460665126,7.35560943574254,6.81676358540297
"Zfp451",17.4832107821341,29.5135190167725,15.9849847690219,13.4556743216223,36.5759787388472,14.8868944371166,17.2295696781816,19.1233401900261,15.5391346836902,17.3689925281244,14.8387947682782,20.8032991176753,9.89583522952606,21.6373276749129,14.4367808540596,16.9162035830029,13.8458092884567,11.5387519966816,9.18971968737669,11.3257242508931,16.8913820221709,11.0334141536138,13.6335271708059
"Bend6",6.99328431285365,5.13278591596043,15.9849847690219,9.41897202513562,8.31272244064708,6.87087435559229,8.61478483909081,2.12481557666956,5.6505944304328,3.85977611736098,8.47931129615898,6.93443303922509,2.8273814941503,5.1929586419791,4.51149401689362,3.17178817181304,11.0766474307653,10.0964079970964,7.87690258918002,7.07857765680817,6.75655280886834,7.35560943574254,2.72670543416119
"Dst",159.09721811742,103.938914798199,100.477047119566,103.608692276492,108.065391728412,91.6116580745638,94.7626332299989,108.365594410148,101.71069974779,127.372611872912,91.1525964337091,104.016495588376,83.407754077434,87.4148038066481,96.9971213632128,89.8673315347027,93.2284492089415,98.0793919717933,86.6459284809802,104.762949320761,84.4569101108543,123.206458048688,89.9812793273192
"Ccdc115",12.2382475474939,10.2655718319209,4.56713850543482,2.69113486432446,3.32508897625883,4.58058290372819,8.61478483909081,2.12481557666956,11.3011888608656,5.78966417604147,12.7189669442385,5.94379974790722,8.48214448245091,4.32746553498258,8.57183863209788,13.7444154111898,4.61526976281889,4.32703199875558,6.56408549098335,9.91000871953143,6.75655280886834,12.8723165125494,2.72670543416119
"Imp4",26.2248161732012,11.548768310911,25.1192617798915,12.1101068894601,11.6378114169059,22.902914518641,17.2295696781816,19.1233401900261,19.7770805065148,21.2287686454854,19.0784504163577,30.7096320308539,18.377979711977,18.1753552469268,18.0459760675745,27.4888308223797,27.6916185769133,33.1739119904595,19.6922564729501,19.8200174390629,20.269658426605,25.7446330250989,13.6335271708059
"Ptpn18",13.9865686257073,15.3983577478813,13.7014155163045,12.1101068894601,13.3003559050353,3.43543717779614,5.74318989272721,4.24963115333913,4.2379458228246,5.78966417604147,8.47931129615898,13.3735494327912,4.24107224122546,12.1169034979512,11.278735042234,12.6871526872521,8.307485573074,7.21171999792598,11.81535388377,5.66286212544653,10.1348292133025,16.5501212304207,12.2701744537253
"Fam168b",12.2382475474939,21.8143401428318,25.1192617798915,10.7645394572979,13.3003559050353,13.7417487111846,20.1011646245452,21.2481557666956,24.0150263293394,21.2287686454854,8.47931129615898,13.3735494327912,18.377979711977,19.9063414609199,16.6925278625064,32.7751444420681,23.9994027666582,30.2892239912891,13.1281709819667,16.9885863763396,28.7153494376905,31.2613401019058,16.3602326049671
"Plekhb2",92.6610171453108,82.1245746553669,63.9399390760875,74.0062087689227,83.1272244064708,98.4825324301561,45.9455191418177,89.2422542201217,96.0601053173577,75.2656342885391,74.1939738413911,88.6616795729493,83.407754077434,70.1049416667178,83.4626393125319,77.1801788474506,85.8440175884313,64.9054799813338,97.1484652665536,94.8529406012294,99.6591539308081,80.9117037931679,76.3477521565133
"Uggt1",24.4764950949878,10.2655718319209,13.7014155163045,13.4556743216223,23.2756228338118,12.5966029852525,2.8715949463636,25.4977869200348,8.47589164564921,21.2287686454854,21.1982782403975,14.3641827241091,9.89583522952606,15.5788759259373,16.6925278625064,14.8016781351275,16.614971146148,27.4045359921187,19.6922564729501,14.1571553136163,18.5805202243879,33.1002424608414,14.9968798878865
"Neurl3",20.9798529385609,30.7967154957626,31.9699695380437,20.1835114824335,28.2632562982001,14.8868944371166,17.2295696781816,14.873709036687,15.5391346836902,19.2988805868049,16.958622592318,18.8220325350395,22.6190519532024,19.9063414609199,21.6551712810894,22.2025172026913,21.2302409089669,28.8468799917039,17.0666222765567,31.1457416899559,23.6479348310392,16.5501212304207,55.8974614003044
"Arid5a",19.2315318603475,15.3983577478813,6.85070775815223,13.4556743216223,13.3003559050353,10.3063115333884,11.4863797854544,14.873709036687,9.88854025325741,7.71955223472196,21.1982782403975,13.3735494327912,8.48214448245091,19.0408483539234,14.8879302557489,13.7444154111898,3.69221581025511,18.7504719946075,7.87690258918002,14.1571553136163,11.8239674155196,20.227925948292,16.3602326049671
"Kansl3",12.2382475474939,23.0975366218219,22.8356925271741,25.5657812110824,19.950533857553,30.9189346001653,0,16.9985246133565,15.5391346836902,17.3689925281244,25.437933888477,26.2517822199235,25.4464334473527,15.5788759259373,23.9109182895362,41.2332462335695,14.7688632410204,34.6162559900447,23.6307077675401,18.4043019077012,11.8239674155196,18.3890235893563,16.3602326049671
"Lman2l",6.99328431285365,24.380733100812,9.13427701086964,8.07340459297339,4.98763346438825,18.3223316149128,17.2295696781816,8.49926230667826,21.189729114123,9.64944029340245,19.0784504163577,13.8688660784502,9.89583522952606,7.78943796296864,15.3390796574383,7.40083906756375,11.0766474307653,10.0964079970964,7.87690258918002,19.8200174390629,5.06741460665126,12.8723165125494,6.81676358540297
"Cnnm4",3.49664215642682,2.56639295798022,0,5.38226972864893,8.31272244064708,3.43543717779614,8.61478483909081,0,2.8252972152164,1.92988805868049,2.11982782403975,6.43911639356615,2.8273814941503,2.59647932098955,3.60919521351489,8.45810179150143,0.923053952563777,10.0964079970964,7.87690258918002,4.2471465940849,10.1348292133025,1.83890235893563,5.45341086832238
"Cnnm3",5.24496323464023,7.69917887394065,4.56713850543482,13.4556743216223,6.65017795251766,5.72572862966024,2.8715949463636,6.37444673000869,5.6505944304328,3.85977611736098,4.23965564807949,4.95316645658935,2.8273814941503,10.3859172839582,4.96264341858298,7.40083906756375,4.61526976281889,5.76937599834078,7.87690258918002,2.83143106272327,1.68913820221709,9.19451179467817,1.36335271708059
"Cox5b",124.130796553152,168.098738747704,91.3427701086964,143.975715241359,159.604270860424,171.771858889807,111.992202908181,165.735614980226,139.852212153212,150.531268577078,163.22674245106,168.407659524038,159.747054419492,186.081018004251,189.031599307843,155.417620418839,154.150010078151,145.676743958105,177.230308256551,161.391570575226,202.69658426605,141.595481638044,169.055736917994
"Actr1b",12.2382475474939,21.8143401428318,13.7014155163045,14.8012417537845,24.9381673219412,9.16116580745638,11.4863797854544,25.4977869200348,15.5391346836902,21.2287686454854,19.0784504163577,18.8220325350395,16.9642889649018,13.8478897119443,13.5344820506809,17.9734663069405,19.3841330038393,17.3081279950223,15.75380517836,14.1571553136163,20.269658426605,14.7112188714851,16.3602326049671
"Tmem131",33.2181004860548,34.6463049327329,29.6864002853263,51.1315624221648,64.8392350370472,74.4344721855831,63.1750888199993,48.8707582634,60.7438901271527,67.5460820538171,48.7560399529142,56.4660976051186,55.1339391359309,58.8535312757631,64.9655138432681,60.2639752644477,54.4601832012629,63.4631359817486,48.5742326332768,52.3814746603804,47.2958696620784,40.455851896584,57.260814117385
"Inpp4a",5.24496323464023,5.13278591596043,13.7014155163045,13.4556743216223,8.31272244064708,5.72572862966024,14.357974731818,4.24963115333913,5.6505944304328,13.5092164107634,6.35948347211924,7.92506633054295,9.89583522952606,8.65493106996516,11.7298844439234,9.51536451543911,4.61526976281889,15.8657839954371,7.87690258918002,14.1571553136163,10.1348292133025,5.5167070768069,9.54346901956416
"Coa5",82.1710906760303,87.2573605713273,125.596308899458,102.26312484433,96.4275803115061,64.1281606521947,97.6342281763625,46.7459426867304,69.2197817728019,108.073731286107,59.3551790731129,58.9426808334132,93.30358930696,75.2979003086969,70.3793066635404,68.7220770559491,71.0751543474109,93.7523599730377,89.2715626773736,76.4486386935282,76.0112190997689,112.173043895074,80.4378103077551
"Unc50",31.4697794078414,35.929501411723,29.6864002853263,43.0581578291914,46.5512456676236,21.7577687927089,22.9727595709088,27.6226024967043,31.0782693673804,34.7379850562488,16.958622592318,28.7283654482182,35.3422686768788,33.7542311728641,27.0689641013617,29.603356270255,32.3068883397322,25.9621919925335,35.4460616513101,28.3143106272327,21.9587966288221,42.2947542555196,19.0869380391283
"Mgat4a",31.4697794078414,20.5311436638417,18.2685540217393,24.2202137789202,14.9629003931647,22.902914518641,22.9727595709088,33.997049226713,52.2679984815034,25.0885447628464,19.0784504163577,20.8032991176753,19.7916704590521,25.9647932098955,26.166665297983,27.4888308223797,21.2302409089669,28.8468799917039,32.8204274549168,33.9771727526792,28.7153494376905,27.5835353840345,20.4502907562089
"Mitd1",96.1576593017376,79.5581816973867,89.059200855979,99.5719899800051,96.4275803115061,141.998070015574,57.4318989272721,93.4918853734608,105.948645570615,108.073731286107,82.6732851375501,109.464978690625,98.9583522952606,102.993679732585,125.870683071332,89.8673315347027,96.9206650191966,118.272207965986,93.2100139719636,90.6057940071445,126.685365166281,86.4284108699748,121.338391820173
"Mrpl30",62.9395588156828,88.5405570503174,43.3878158016308,65.9328041759493,61.5141460607884,79.0150550893113,37.3307343027268,116.864856716826,62.1565387347609,82.985186523261,99.6319077298681,94.1101626751976,74.9256095949831,103.859172839582,92.4856273463192,75.0656533995752,77.5365320153573,82.2136079763561,66.9536720080302,58.044336785827,99.6591539308081,86.4284108699748,64.0775777027879
"Txndc9",138.11736517886,125.753254941031,107.327754877718,139.939012944872,99.752669287765,146.578652919302,114.863797854544,146.6122747902,138.439563545604,169.830149163883,127.189669442385,178.313992437216,145.610146948741,157.519745473366,180.459760675745,173.391086725779,160.611387746097,148.561431957275,141.78424660524,133.077259947994,189.183478648314,143.43438399698,154.058857030107
"Eif5b",590.932524436133,494.030644411191,536.638774388591,655.291339463007,528.689147225154,472.945184809936,427.867647008177,482.333135903991,471.824634941139,600.195186249632,472.721604760863,451.728780840948,545.684628371009,452.652894959178,429.945379809962,573.036396374222,503.987458099822,375.009439892151,534.316558966045,511.07330682155,369.921266285542,490.986929835814,530.344206944351
"Rev1",8.74160539106706,14.1151612688912,4.56713850543482,13.4556743216223,9.9752669287765,8.01602008152433,8.61478483909081,0,11.3011888608656,7.71955223472196,16.958622592318,13.8688660784502,11.3095259766012,8.65493106996516,13.0833326489915,13.7444154111898,15.6919171935842,4.32703199875558,15.75380517836,7.07857765680817,3.37827640443417,7.35560943574254,8.18011630248357
"Pdcl3",61.1912377374694,82.1245746553669,61.6563698233701,60.5505344473004,71.4894129895649,58.4024320225344,68.9182787127265,65.8692828767565,63.5691873423691,46.3173134083317,38.1569008327154,68.353697100933,65.029774365457,69.2394485597213,79.8534440990171,61.3212379883854,54.4601832012629,56.2514159838226,69.5793062044235,53.7971901917421,57.4306988753809,69.8782896395541,69.5309885711103
"Rpl31",239.519987715237,383.675747218042,264.89403331522,306.789374532989,352.459431483436,281.705848579284,321.618633992724,320.847152077104,307.957396458588,295.272872978115,358.250902262717,314.526069993424,326.56256257436,359.179639403554,352.347682719392,339.381334383995,335.068584780651,337.508495902936,372.840055887854,356.760313903132,395.258339318798,360.424862351384,340.838179270149
