"","sgCtrl_g1_rep1","sgCtrl_g1_rep2","sgCtrl_g1_rep3","sgCtrl_g2_rep1","sgCtrl_g2_rep2","sgCtrl_g2_rep3","sgNfe2l1_g1_rep1","sgNfe2l1_g1_rep2","sgNfe2l1_g1_rep3","sgNfe2l1_g2_rep1","sgNfe2l1_g2_rep2","sgNfe2l1_g2_rep3","sgNfe2l2_g1_rep1","sgNfe2l2_g1_rep2","sgNfe2l2_g1_rep3","sgNfe2l2_g2_rep1","sgNfe2l2_g2_rep2","sgNfe2l2_g2_rep3","doubleKO_g1_rep1","doubleKO_g1_rep2","doubleKO_g1_rep3","doubleKO_g2_rep1","doubleKO_g2_rep2","doubleKO_g2_rep3"
"Cep78",1,1,2,2,4,1,5,1,1,6,2,1,9,4,5,7,7,0,3,2,4,4,0,1
"C130060C02Rik",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"Gnaq",23,73,91,39,84,64,110,35,43,81,66,51,243,38,125,234,99,104,58,81,59,45,64,60
"Gm50362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gna14",0,0,0,0,3,1,0,0,0,2,0,0,1,0,2,3,0,0,1,2,0,0,0,0
"Vps13a",9,18,14,7,8,20,23,9,8,11,12,17,39,23,26,44,16,26,8,20,13,11,16,11
"Gm32341",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Foxb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prune2",11,16,16,20,24,13,30,17,6,28,20,10,44,22,18,63,35,35,10,14,18,22,15,16
"Gm50276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm50277",0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0
"Gcnt1",1,5,2,4,12,3,9,4,2,9,6,4,27,11,18,34,14,9,6,10,8,9,9,9
"Rfk",4,8,15,4,11,10,25,4,6,12,9,1,34,16,16,47,28,22,14,16,14,13,15,16
"Pcsk5",1,4,2,0,5,0,3,1,2,1,1,0,1,0,1,4,1,1,0,1,0,0,0,0
"Gm50181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Gm50182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Ostf1",15,82,127,61,120,97,168,55,82,117,81,86,340,89,167,389,152,188,76,117,96,81,79,102
"Nmrk1",2,0,7,5,7,1,4,2,1,5,6,2,12,1,7,16,4,5,1,5,4,1,1,3
"Carnmt1",5,5,4,4,8,5,8,2,5,6,7,6,26,6,18,21,5,5,9,12,12,9,6,11
"D030056L22Rik",2,1,4,0,3,3,2,7,1,2,4,4,6,2,6,10,4,3,5,3,3,3,5,7
"Gm50202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trpm6",0,1,1,2,3,1,0,0,0,0,1,1,3,0,2,2,1,2,0,2,0,0,3,2
"Rorb",1,1,3,0,2,2,7,0,1,5,2,3,14,5,0,13,4,2,3,3,2,0,2,3
"Gm50212",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"Gm41815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Gm50216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm3728",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"Gm32629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1500015L24Rik",1,5,9,2,12,5,17,4,5,11,6,4,20,12,10,19,9,11,4,7,5,2,3,6
"Anxa1",447,1257,2265,982,2518,1647,3629,1314,1519,2987,2007,1478,8291,1962,3803,8344,3724,3960,2289,2484,1931,2506,1691,1480
"C730002L08Rik",1,6,8,5,4,3,10,1,1,9,3,5,20,3,3,13,7,6,8,10,5,4,1,8
"Aldh1a1",0,0,0,1,1,1,1,0,0,2,0,1,3,1,1,0,0,3,0,1,0,1,0,0
"Aldh1a7",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"Tmc1",0,4,4,0,2,0,1,0,3,4,1,2,5,0,5,5,2,5,0,5,2,0,1,3
"Gm32750",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"4930554I06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC106834.1",0,0,0,3,0,0,2,0,1,0,0,0,3,1,0,0,0,1,0,0,2,0,1,0
"Gm50236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfand5",17,46,65,37,60,52,67,23,35,53,30,33,129,51,81,175,61,72,35,57,54,49,34,55
"Gm50255",2,1,0,0,1,3,0,0,0,1,2,0,2,3,2,3,2,2,2,1,0,0,1,1
"Gda",3,16,13,15,14,17,16,0,9,15,5,9,49,11,29,65,27,23,19,15,21,24,14,22
"1110059E24Rik",2,13,23,10,22,9,26,8,8,24,9,8,46,11,12,54,23,32,15,15,16,24,17,16
"Abhd17b",14,25,39,18,40,30,52,11,20,22,15,20,81,24,53,118,43,38,32,37,32,33,19,30
"Cemip2",15,30,39,23,32,26,28,14,13,21,16,16,76,26,51,85,39,42,34,34,33,19,22,28
"Gm50130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm50133",1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0
"Gm41819",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Gm50134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trpm3",1,6,8,3,4,7,11,2,8,9,2,6,16,3,12,32,8,13,8,7,5,3,1,9
"Gm27151",0,1,1,0,0,0,2,2,1,0,2,0,5,1,0,2,4,1,0,1,0,0,0,0
"C330002G04Rik",0,3,3,2,1,5,4,1,1,6,3,1,9,0,3,5,4,1,3,1,2,1,2,1
"Gm50136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2410080I02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Klf9",9,13,16,7,26,8,21,8,12,18,23,7,56,18,27,47,23,28,22,17,18,15,16,12
"Smc5",14,33,44,28,44,23,51,12,26,33,21,23,116,34,59,152,53,69,39,44,46,37,23,48
"Gm41821",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Mamdc2",14,39,49,28,57,37,34,22,28,48,40,32,126,35,77,117,57,61,42,34,37,29,42,49
"Gm50445",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1700028P14Rik",1,1,1,2,1,1,1,1,0,1,3,2,5,3,0,4,0,2,0,1,3,1,2,1
"Ptar1",2,7,7,6,7,5,10,0,0,4,7,4,12,7,8,15,6,8,4,6,7,3,2,8
"Gm50299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apba1",11,27,38,15,14,25,46,11,36,14,17,22,77,24,59,107,42,44,20,27,23,10,17,25
"Gm50301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fam189a2",0,1,4,2,4,5,5,2,2,3,7,7,11,4,5,3,7,5,7,5,4,3,9,11
"1700021P04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tjp2",1,2,7,4,5,5,4,3,8,2,7,5,19,6,13,28,10,7,5,3,8,1,6,6
"Fxn",2,1,1,0,0,1,3,0,2,0,2,2,12,1,2,6,2,1,2,1,1,1,3,3
"Pip5k1b",7,11,37,16,31,16,27,9,14,29,17,21,100,26,42,96,32,45,25,33,29,19,17,28
"Pip5k1bos",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Fam122a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm50341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tmem252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pgm5",0,0,2,0,1,3,3,1,0,1,1,0,6,0,1,7,1,3,1,0,2,0,0,2
"Gm10053",1,0,1,1,1,4,2,2,2,3,1,0,6,1,6,4,2,0,4,1,0,2,0,2
"Foxd4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cbwd1",1,5,8,3,10,10,26,5,5,6,4,12,49,11,17,42,19,23,21,5,11,10,10,12
"Dock8",11,25,27,12,27,21,40,11,12,26,17,23,96,24,50,118,47,54,32,26,22,24,32,30
"Kank1",1,3,2,1,1,3,3,4,1,6,2,2,6,1,5,8,1,12,2,5,4,3,3,4
"Dmrt1",0,0,0,0,1,0,0,0,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,1
"Dmrt3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2610016A17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmrt2",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1700048O14Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm50376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm50377",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Gm50378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm34808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm48775",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smarca2",3,9,16,6,3,8,12,4,4,14,11,8,26,19,15,37,16,11,8,8,6,12,11,14
"Gm20616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4931403E22Rik",0,0,1,0,3,0,1,1,1,2,1,0,2,0,0,1,0,1,0,0,0,1,0,0
"Gm815",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm35438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm35438",1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1
"Vldlr",0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,1,1,0
"Gm50114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kcnv2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm35554",0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,0,3,0,0,0,0,0,0
"Pum3",3,14,23,19,30,24,38,8,13,14,25,15,83,25,36,75,19,48,15,17,14,28,17,26
"Rfx3",0,1,5,0,3,5,4,3,4,2,2,1,6,1,3,12,3,9,1,1,5,2,3,2
"Gm20407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm28228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glis3",1,4,5,2,6,10,5,3,3,4,5,4,18,6,8,20,8,7,1,5,6,6,1,7
"4933413C19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D930032P07Rik",0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,0,1,0,0,1,0,0
"Slc1a1",9,4,7,5,11,7,12,0,1,11,7,4,27,9,18,25,20,18,13,9,13,6,8,7
"4430402I18Rik",0,2,2,2,0,1,2,1,1,3,0,1,8,2,2,3,1,3,2,3,1,2,0,3
"Plpp6",0,1,4,1,1,1,2,0,1,1,1,0,8,2,3,8,1,2,0,2,5,4,3,0
"Cdc37l1",3,12,19,6,12,11,17,4,5,8,9,9,38,12,24,51,15,11,9,8,9,10,11,17
"Ak3",3,4,8,4,13,5,12,1,10,4,4,1,16,11,8,22,7,12,3,8,6,12,8,5
"1700018L02Rik",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm9895",0,1,4,0,0,0,1,0,0,3,1,1,5,0,5,15,1,0,4,0,1,2,0,5
"Rcl1",4,10,8,3,6,9,10,2,5,13,6,2,40,13,15,21,7,13,12,9,5,2,5,10
"Jak2",43,87,125,62,121,71,154,50,61,107,74,64,358,110,201,386,167,161,113,116,114,80,83,118
"Insl6",111,321,574,241,473,433,732,235,342,472,304,343,1675,521,924,1857,671,772,467,505,552,447,357,536
"Rln1",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0
"Plgrkt",29,84,132,59,119,93,115,61,93,107,89,70,395,153,254,469,188,228,137,122,133,121,80,135
"Cd274",160,427,618,248,578,455,862,250,365,582,396,391,1514,412,754,1570,666,724,399,438,437,440,329,413
"Gm36043",0,8,11,5,15,5,26,6,5,11,6,6,20,7,9,15,18,12,3,0,5,2,1,6
"Pdcd1lg2",2,14,19,11,15,11,25,9,7,10,11,9,66,24,38,74,30,48,16,25,18,26,17,21
"A930007I19Rik",16,40,49,18,48,30,68,12,31,46,25,26,115,47,61,144,45,62,30,42,41,18,20,32
"Ric1",37,54,70,42,59,43,77,34,45,62,47,31,130,58,106,149,85,84,53,49,46,32,39,49
"Ermp1",0,6,4,4,3,2,3,2,1,1,3,0,9,3,1,16,4,4,3,2,4,2,3,6
"Mlana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9930021J03Rik",11,17,31,6,18,14,29,4,18,21,10,17,70,21,40,84,25,23,16,25,32,12,23,29
"Gm50373",0,1,2,0,3,3,0,3,2,2,1,0,10,9,4,10,3,7,2,3,1,0,0,5
"Ranbp6",0,0,0,1,0,1,0,1,0,1,0,0,2,0,1,3,1,2,1,0,1,0,0,0
"Il33",12,23,37,14,27,32,30,8,18,24,20,12,97,39,66,104,39,68,38,63,38,37,35,51
"Trpd52l3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Uhrf2",19,31,56,45,47,47,53,21,25,38,37,29,168,76,85,168,64,87,42,67,60,45,29,69
"Gldc",0,0,3,0,2,0,0,1,0,1,1,0,5,0,0,3,0,2,1,1,0,0,0,0
"Mbl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dkk1",0,0,2,0,2,0,1,0,0,0,0,0,2,0,1,0,0,2,0,1,1,0,0,2
"Prkg1",7,18,30,10,24,20,48,14,26,34,16,21,84,23,39,63,25,31,37,27,22,27,22,20
"Cstf2t",8,17,15,10,13,12,10,7,8,15,11,12,24,7,20,40,10,20,14,8,17,16,17,12
"A1cf",0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0
"9130016M20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Asah2",6,5,13,5,12,3,12,4,5,5,8,5,29,11,16,30,13,21,12,8,16,5,6,12
"Sgms1",2,8,14,8,10,8,31,4,9,9,9,7,44,16,24,51,16,26,20,9,11,12,4,13
"Gm50210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2700046G09Rik",0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0
"Rpl9-ps6",6,30,57,17,39,29,53,14,23,34,24,32,146,39,85,162,48,68,43,42,54,60,28,36
"Minpp1",30,66,84,55,108,81,111,41,56,82,70,52,268,80,119,344,119,143,64,89,106,86,57,97
"Gm36419",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Papss2",15,17,32,14,39,28,32,19,21,39,30,20,99,32,48,112,43,39,26,29,25,28,21,26
"Atad1",23,41,56,24,70,36,93,25,39,58,45,40,183,53,82,234,65,103,62,66,47,46,49,58
"Pten",9,26,48,22,27,15,71,7,32,36,30,24,116,35,74,113,58,49,47,39,27,18,22,45
"Gm36860",2,0,1,0,1,1,3,0,0,4,1,0,2,1,0,2,2,0,0,0,2,1,0,0
"Gm29863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"Gm29946",1,0,0,0,3,0,0,0,2,2,3,2,7,2,1,8,0,0,3,1,1,2,0,4
"Lipo4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lipo3",0,7,18,7,16,5,10,5,5,7,1,6,22,3,11,33,13,11,8,10,13,7,7,16
"Gm8978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lipo2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lipo1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lipf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lipk",2,0,1,0,2,0,0,1,0,0,0,0,1,1,1,1,0,2,0,0,0,0,1,0
"Lipn",1,6,7,2,4,3,6,1,7,13,6,5,15,4,8,20,8,9,3,13,5,2,3,2
"Lipm",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0
"Ankrd22",0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,2,1,3,0,0,0,0,2,0
"Stambpl1",7,15,24,14,22,12,39,19,12,18,22,9,77,25,29,78,36,38,29,27,19,29,12,22
"Acta2",2,1,1,2,3,0,9,3,1,7,4,5,7,1,6,16,5,3,0,3,1,2,4,1
"Fas",3,17,31,12,15,12,20,4,11,13,14,11,58,19,44,69,18,42,16,30,23,21,18,21
"Ch25h",29,44,71,44,72,51,58,17,38,54,51,31,240,75,107,291,110,127,66,104,79,68,68,83
"Gm26902",1,1,3,0,0,1,1,1,1,1,1,2,4,0,2,5,2,4,2,0,1,3,1,3
"Lipa",40,114,228,128,258,180,573,191,179,496,255,198,596,114,260,648,226,237,148,153,127,140,112,105
"Ifit2",231,541,879,521,866,607,1103,375,603,1034,638,623,2997,722,1392,3336,1518,1516,948,949,739,820,630,643
"Ifit3",347,1027,1652,862,1933,1215,2065,842,1056,2174,1422,1062,6162,1550,2600,6495,3504,2800,1805,1876,1449,2110,1492,1139
"Ifit1bl1",32,50,114,44,81,70,79,27,35,70,49,60,367,93,156,473,198,170,91,92,92,124,82,100
"Ifit3b",89,189,345,195,441,285,545,209,233,514,328,254,1578,336,656,1710,843,697,423,478,368,557,369,237
"Ifit1bl2",6,22,18,9,6,14,27,11,15,8,13,2,34,18,25,61,27,16,14,16,17,18,13,16
"Ifit1",847,1896,2867,1607,3039,2255,3600,1558,1682,3776,2395,1647,8785,2224,4186,8915,4334,4508,2711,2953,2433,2530,2210,2236
"Slc16a12",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1
"Pank1",0,1,0,0,0,2,4,0,0,1,2,0,5,1,4,0,1,0,0,0,0,0,0,1
"Kif20b",0,3,2,1,0,2,2,0,2,0,2,3,7,3,0,3,3,8,1,4,1,2,2,1
"Gm50137",0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0
"Gm50140",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Gm41836",0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0
"A830019P07Rik",2,2,2,0,4,3,5,0,1,0,0,0,1,0,1,6,1,3,0,4,3,1,1,2
"Htr7",2,3,0,2,0,0,0,1,1,1,0,1,9,7,4,7,2,2,2,1,3,0,2,0
"Rpp30",3,11,19,12,27,23,33,6,19,26,23,11,89,14,45,68,34,47,30,26,24,24,23,18
"Ankrd1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0
"Gm32081",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,1,0,0
"Gm32027",0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0
"Gm50147",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gm47735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pcgf5",32,94,100,49,73,87,132,24,52,62,59,62,318,76,159,354,139,156,90,108,96,65,65,103
"F530104D19Rik",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0
"Hectd2",1,1,4,2,1,1,1,1,2,0,4,0,7,6,3,8,3,3,2,4,2,4,3,2
"Hectd2os",1,0,1,2,1,1,3,1,0,2,0,1,3,1,2,4,1,0,2,2,0,2,0,0
"Ppp1r3c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tnks2",13,36,33,16,27,23,50,15,19,18,19,23,79,29,48,75,36,38,22,26,25,29,18,34
"Fgfbp3",2,4,9,2,4,5,7,1,8,10,5,2,13,1,13,19,4,2,3,2,3,1,1,7
"Btaf1",11,37,51,31,45,36,69,24,22,34,31,22,102,42,62,124,57,70,39,46,53,33,41,41
"Cpeb3",8,17,16,9,10,17,28,19,25,27,11,20,75,24,52,109,44,37,26,35,32,16,16,39
"A330032B11Rik",0,2,3,3,8,3,8,10,2,11,6,5,31,1,20,29,7,16,14,8,8,7,5,1
"March5",42,90,118,72,116,96,80,48,58,78,76,59,238,90,150,270,119,160,86,100,92,86,73,110
"Ide",5,12,23,9,13,12,22,5,17,13,9,10,53,15,29,59,25,29,15,27,15,16,8,13
"Kif11",1,2,3,2,1,2,3,0,1,0,0,2,14,7,7,4,5,8,1,6,5,0,3,2
"Hhex",8,4,3,3,10,1,5,2,3,4,4,2,11,5,6,10,11,8,5,11,8,2,6,4
"1700122C19Rik",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Exoc6",4,15,11,15,19,8,20,3,11,16,9,11,22,14,13,32,19,18,10,16,8,10,10,9
"Cyp26c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyp26a1",0,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0
"Myof",43,115,169,63,135,107,167,59,108,156,101,113,442,104,242,459,165,219,140,145,122,86,87,127
"I830134H01Rik",0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,1
"Cep55",3,4,2,3,3,2,4,0,5,2,1,4,20,3,5,14,6,5,7,9,5,6,9,5
"Ffar4",5,7,10,11,16,6,11,3,4,9,5,7,32,12,8,29,18,14,8,21,13,7,19,6
"Rbp4",18,24,43,26,47,31,35,22,18,37,40,15,151,43,61,142,54,51,38,25,30,21,18,32
"Pde6c",0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,3,0,1,0,0,1,0,1,1
"Fra10ac1",0,5,5,0,4,4,6,0,2,4,6,6,13,4,2,13,6,8,3,6,1,4,2,3
"Lgi1",0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,1,0,1
"Gm42723",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slc35g1",0,0,0,0,0,1,0,0,1,0,0,0,3,1,1,1,0,1,0,0,1,1,0,0
"Plce1",1,1,8,3,4,3,10,7,3,3,5,4,11,5,8,19,10,6,9,4,3,1,7,2
"Gm28991",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0
"Noc3l",1,5,13,5,15,17,23,6,6,22,7,12,43,17,31,46,15,29,10,9,11,13,6,19
"Tbc1d12",4,6,9,1,13,8,13,4,3,12,8,4,32,14,16,33,6,16,6,12,6,3,5,9
"Hells",1,4,6,5,10,5,7,3,6,6,5,3,28,9,16,25,16,10,12,8,15,7,3,11
"Cyp2c55",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"Cyp2c65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cyp2c66",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Cyp2c29",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0
"Cyp2c38",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Cyp2c39",0,0,0,0,1,1,2,0,0,1,0,0,3,2,0,0,4,0,1,0,0,0,1,0
"Cyp2c67",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0
"Cyp2c68",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Cyp2c40",0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0
"Cyp2c69",0,1,0,1,0,0,2,0,0,0,0,0,5,1,0,6,2,4,2,0,1,1,1,1
"Cyp2c37",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Cyp2c54",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Cyp2c50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Cyp2c70",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"Pdlim1",9,17,28,17,28,14,43,14,21,35,23,12,85,24,52,113,35,46,30,32,21,28,17,23
"Sorbs1",2,1,1,0,1,3,0,3,2,2,0,3,6,3,3,4,5,4,3,1,5,3,5,3
"A930028N01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aldh18a1",0,3,6,0,4,1,4,3,2,7,2,3,13,7,8,10,7,4,2,6,4,3,3,1
"Gm27042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tctn3",0,3,1,2,0,0,2,1,0,1,0,2,8,3,4,3,2,1,3,5,1,0,2,0
"Entpd1",22,36,93,58,84,33,117,41,50,94,61,48,247,77,111,283,106,98,61,101,66,57,57,72
"Gm50132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cc2d2b",0,1,2,0,1,0,2,0,0,0,0,1,3,0,1,0,0,0,0,2,1,0,0,0
"Ccnj",3,4,5,0,1,2,1,3,3,2,2,2,7,0,5,5,3,1,2,6,2,1,1,2
"E030044B06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
