"","sgNfe2l1","sgNfe2l2","doubleKO"
"Trpm7",0,0,0
"Sppl2a",0,0,0
"Ap4e1",0,0,0
"Blvra",0,0,0
"1810024B03Rik",0,0,0
"Snrnp200",0,0,0
"Ciao1",0,0,0
"Tmem127",0,0,0
"Stard7",0,0,0
"Dusp2",0,0,0
"Fahd2a",0,0,0
"Mrps5",0,0,0
"Nphp1",0,0,0
"1500011K16Rik",0,0,0
"Acoxl",0,0,0
"Bcl2l11",0,0,0
"Gm14005",-1,0,-1
"Gm14010",0,0,0
"Gm29010",0,0,0
"Anapc1",0,0,0
"Mertk",0,0,0
"Tmem87b",0,0,0
"Gm10762",0,0,0
"Zc3h6",0,0,0
"Ttl",0,0,0
"Polr1b",0,0,0
"Chchd5",0,0,0
"Slc20a1",0,0,0
"Ckap2l",0,0,0
"Gm14023",0,0,0
"Il1a",0,0,0
"Il1b",0,1,0
"Sirpa",0,0,0
"Gm14046",0,0,0
"Stk35",0,0,0
"Snrpb",0,0,0
"Nop56",0,0,0
"Idh3b",0,0,0
"Vps16",0,0,0
"Ptpra",0,0,0
"Mrps26",0,0,0
"Ubox5",0,0,0
"Ddrgk1",0,0,0
"Itpa",0,0,0
"4930402H24Rik",0,0,0
"Atrn",0,0,0
"Siglec1",0,0,0
"1700037H04Rik",0,0,0
"Ap5s1",0,0,0
"Mavs",0,0,0
"Pank2",0,0,0
"Rnf24",0,0,0
"Smox",0,0,0
"Rassf2",0,0,0
"Slc23a2",0,0,0
"Gm14051",0,0,0
"Tmem230",0,0,0
"Pcna",0,0,0
"Cds2",0,0,0
"Gpcpd1",0,0,0
"Trmt6",0,0,0
"Crls1",0,0,0
"Bmp2",0,0,0
"Tmx4",0,0,0
"Plcb1",0,0,0
"Ankef1",0,0,0
"Mkks",0,0,0
"Slx4ip",0,0,0
"Jag1",0,0,0
"Btbd3",0,1,1
"Tasp1",0,0,0
"Esf1",0,0,0
"Ndufaf5",0,0,0
"Macrod2",0,0,0
"Flrt3",0,0,0
"Kif16b",0,0,0
"Snrpb2",0,1,0
"Pcsk2",0,0,0
"Dstn",0,1,0
"Rrbp1",0,0,0
"Snx5",0,0,0
"Kat14",0,0,0
"Polr3f",0,0,0
"Sec23b",0,0,0
"Smim26",0,0,0
"Dtd1",0,0,0
"Slc24a3",0,0,0
"Rin2",0,0,0
"Naa20",0,0,0
"Crnkl1",0,0,0
"Ralgapa2",0,0,0
"Kiz",0,0,0
"Xrn2",0,1,0
"Cd93",0,0,0
"Nxt1",0,0,0
"Gzf1",0,0,0
"Cst3",0,1,1
"Zfp120",0,0,0
"3300002I08Rik",0,0,0
"Cst7",0,0,0
"Apmap",0,0,0
"Acss1",0,0,0
"Pygb",0,0,0
"Abhd12",0,0,0
"Nsfl1c",0,0,0
"Fkbp1a",0,0,0
"Psmf1",0,0,0
"Srxn1",0,-1,-1
"Csnk2a1",0,0,0
"Tbc1d20",0,0,0
"Rbck1",0,0,0
"Gm14164",0,0,0
"H13",0,0,0
"Bcl2l1",0,1,0
"Tpx2",0,0,0
"Pdrg1",0,0,0
"Hck",0,0,0
"Tm9sf4",0,0,0
"Plagl2",0,0,0
"Pofut1",0,0,0
"Kif3b",0,0,0
"Asxl1",0,0,0
"Nol4l",0,0,0
"Commd7",0,0,0
"Mapre1",0,0,0
"Cdk5rap1",0,0,0
"Cbfa2t2",0,0,0
"E2f1",0,0,0
"Pxmp4",0,0,0
"Chmp4b",0,0,0
"a",0,0,0
"Eif2s2",0,1,0
"Itch",0,0,0
"Dynlrb1",0,0,0
"Map1lc3a",0,0,0
"Pigu",0,0,0
"Trp53inp2",0,0,0
"Ncoa6",0,0,0
"Acss2",0,-1,0
"Gss",0,0,0
"Trpc4ap",0,0,0
"Edem2",0,0,0
"Procr",1,0,0
"BC029722",0,0,0
"Eif6",0,0,0
"Uqcc1",0,0,0
"Cep250",0,0,0
"Ergic3",0,0,0
"Romo1",0,0,0
"Rbm39",0,0,0
"Phf20",0,0,0
"Cnbd2",0,0,0
"2900097C17Rik",0,0,0
"Epb41l1",0,-1,0
"Aar2",0,0,0
"Dlgap4",0,0,0
"5430405H02Rik",0,0,0
"Rab5if",0,0,0
"Ndrg3",0,0,0
"Soga1",0,0,0
"Samhd1",0,0,0
"Rbl1",0,0,0
"Mroh8",0,0,0
"Rpn2",0,0,0
"Manbal",0,0,0
"Src",0,0,0
"Blcap",0,0,0
"Ctnnbl1",0,0,0
"Tti1",0,0,0
"Rprd1b",0,0,0
"Tgm2",0,0,0
"Snhg17",0,0,0
"Ralgapb",0,0,0
"Mafb",0,0,1
"Gm14221",0,0,0
"Top1",0,0,0
"Chd6",0,0,0
"Ptprt",0,0,0
"Srsf6",0,0,0
"Ift52",0,0,0
"Oser1",0,0,0
"2900093K20Rik",0,0,0
"Ttpal",0,0,0
"Serinc3",0,0,0
"Pkig",0,0,0
"Ywhab",0,0,0
"Tomm34",0,0,0
"Stk4",-1,0,0
"Slpi",0,0,0
"Sdc4",0,0,0
"Dnttip1",0,0,0
"Ube2c",0,0,0
"Snx21",0,0,0
"Acot8",0,0,0
"Ctsa",0,0,0
"Pltp",0,0,0
"Pcif1",0,0,0
"Zfp335os",0,0,0
"Ncoa5",0,0,0
"Cd40",0,1,0
"Slc35c2",0,0,0
"Elmo2",0,0,0
"Ocstamp",0,0,0
"Zmynd8",0,0,0
"Ncoa3",0,0,0
"Sulf2",0,0,0
"Prex1",0,0,0
"Arfgef2",0,0,0
"Cse1l",0,0,0
"Stau1",0,0,0
"Ddx27",0,0,0
"Znfx1",0,0,0
"Zfas1",0,0,0
"B4galt5",0,0,0
"Slc9a8",0,0,0
"Spata2",0,0,0
"Rnf114",0,0,0
"Cebpb",-1,-1,0
"A530013C23Rik",0,0,0
"Ptpn1",0,0,0
"Zfp64",0,0,0
"Tshz2",0,0,0
"Zfp217",0,0,0
"Pfdn4",0,0,0
"Aurka",0,0,0
"Cstf1",0,0,0
"Rtf2",0,1,0
"Gm14303",0,0,0
"Rae1",0,0,0
"Ctcflos",0,0,0
"Zbp1",0,0,0
"Pmepa1",0,0,0
"Ppp4r1l-ps",0,0,0
"Rab22a",0,0,0
"Vapb",0,0,0
"Stx16",0,0,0
"Gnas",0,0,0
"Gm20721",0,0,0
"Ctsz",0,0,0
"Atp5e",0,0,0
"Prelid3b",0,0,0
"Zfp973",0,0,0
"Gm14325",0,0,0
"Gm14326",0,0,0
"Zfp931",0,0,0
"Taf4",0,0,0
"Lsm14b",0,0,0
"Psma7",0,0,0
"Osbpl2",0,0,0
"Adrm1",0,0,0
"Rps21",0,0,1
"Cables2",0,0,0
"Mrgbp",0,0,0
"Ogfr",0,0,0
"Dido1",0,0,0
"Gid8",0,0,0
"Ythdf1",0,0,0
"Arfgap1",0,0,0
"Ppdpf",0,0,0
"Helz2",0,0,0
"Gmeb2",0,0,0
"Arfrp1",0,0,0
"Zbtb46",0,1,0
"Tpd52l2",0,0,0
"Dnajc5",0,0,0
"Uckl1",0,0,0
"Prpf6",0,0,0
"Rgs19",0,0,0
"Pcmtd2",0,0,0
"Polr3k",0,0,0
"Clcn5",0,0,0
"Plp2",0,0,0
"Gpkow",0,0,0
"Tfe3",0,0,0
"Gripap1",0,0,0
"Otud5",-1,0,0
"Pim2",0,0,0
"Slc35a2",0,0,0
"Pqbp1",0,0,0
"Timm17b",0,0,0
"Rpl22-ps1",0,0,0
"Suv39h1",0,0,0
"Was",0,0,0
"Wdr13",0,0,0
"Rbm3",0,0,0
"Ebp",0,1,0
"Cybb",0,0,0
"Dynlt3",0,0,0
"Mid1ip1",0,0,0
"Bcor",0,0,0
"Atp6ap2",0,0,0
"1810030O07Rik",0,0,0
"Med14",0,0,0
"Gm14634",0,0,0
"Usp9x",0,0,0
"Rpl3-ps1",0,0,0
"Ddx3x",0,0,0
"Cask",0,0,0
"Maoa",0,0,0
"Fundc1",0,0,0
"Kdm6a",0,0,0
"Gm14636",0,0,0
"Chst7",0,0,0
"Rp2",0,0,0
"Jade3",0,0,0
"Gm14539",0,0,0
"Ndufb11",0,0,0
"Uba1",0,0,0
"Cdk16",0,0,0
"Araf",0,0,0
"Timp1",0,1,1
"Cfp",0,1,1
"Uxt",0,0,0
"Zfp182",0,0,0
"Wdr44",0,0,0
"Gm15432",0,0,0
"Dock11",0,0,0
"Il13ra1",0,0,0
"Lonrf3",0,0,0
"Pgrmc1",0,0,0
"Slc25a43",0,0,0
"Slc25a5",1,1,0
"C330007P06Rik",0,0,0
"Ube2a",0,0,0
"Rpl39",0,1,1
"Upf3b",0,0,0
"Nkap",0,0,0
"Ndufa1",0,0,0
"Lamp2",1,1,0
"Cul4b",0,0,0
"Mcts1",0,1,0
"C1galt1c1",0,0,0
"Gm14643",0,0,0
"Gria3",0,0,0
"Thoc2",0,0,0
"Xiap",0,0,0
"Stag2",0,0,0
"Tenm1",0,0,0
"Ocrl",0,0,0
"Zdhhc9",0,0,0
"Utp14a",0,0,0
"Bcorl1",0,0,0
"Elf4",0,0,0
"Aifm1",0,0,0
"Zfp280c",0,0,0
"Slc25a14",0,0,0
"Rbmx2",0,0,0
"Enox2",0,0,0
"Firre",0,0,0
"Rap2c",0,0,0
"Gm14582",0,0,0
"A630012P03Rik",0,0,0
"Gm14586",0,0,0
"Phf6",0,0,0
"Hprt",0,0,0
"Mospd1",0,0,0
"Ints6l",0,0,0
"Mmgt1",0,0,0
"Slc9a6",0,0,0
"Htatsf1",0,0,0
"Arhgef6",0,0,0
"Rbmx",0,0,0
"Fgf13",0,0,0
"Atp11c",0,0,0
"Fmr1",0,0,0
"Fmr1nb",0,0,0
"Aff2",0,0,0
"Ids",0,0,0
"1110012L19Rik",0,0,0
"Tmem185a",0,0,0
"Mamld1",0,0,0
"Mtm1",0,0,0
"Mtmr1",0,0,0
"Cd99l2",0,0,0
"Vma21",0,0,0
"Cetn2",0,0,0
"Nsdhl",0,0,0
"Xlr5a",0,0,0
"Xlr4b",0,0,0
"Haus7",0,0,0
"Slc6a8",0,0,0
"Bcap31",0,0,0
"Abcd1",0,0,0
"Idh3g",0,0,0
"Ssr4",0,1,0
"Renbp",0,0,0
"Hcfc1",0,0,0
"Irak1",0,0,0
"Mecp2",0,0,0
"Flna",0,0,0
"Emd",0,0,0
"Rpl10",0,0,0
"Dnase1l1",0,0,0
"Taz",0,0,0
"Atp6ap1",0,0,0
"Gdi1",0,0,0
"Fam50a",0,0,0
"Lage3",0,0,0
"Ubl4a",0,0,0
"Fam3a",0,0,0
"Ikbkg",0,0,0
"G6pdx",0,0,0
"Gab3",0,0,0
"Mpp1",0,0,0
"F8",0,0,0
"Fundc2",0,0,0
"Cmc4",0,0,0
"Brcc3",0,1,0
"Gm15385",0,0,0
"Vbp1",0,1,0
"Pls3",0,0,0
"Gm8692",0,0,0
"Tbl1x",0,0,0
"Prkx",0,0,0
"Rps24-ps3",0,0,0
"Dmd",0,0,0
"Tab3",0,0,0
"Gk",0,0,0
"5430427O19Rik",0,0,0
"Il1rapl1",0,0,0
"Gm6977",1,0,0
"Pola1",0,0,0
"Pdk3",0,0,0
"Zfx",0,0,0
"Eif2s3x",0,0,0
"Klhl15",0,0,0
"Apoo",0,0,0
"Maged1",0,0,0
"Las1l",0,0,0
"Msn",0,0,0
"F630028O10Rik",0,0,0
"Eda2r",0,0,0
"Yipf6",0,0,0
"Stard8",0,0,0
"Pja1",0,0,0
"Igbp1",0,0,0
"Pdzd11",0,0,0
"Kif4",0,0,0
"Dlg3",0,0,0
"Snx12",0,0,0
"Nono",0,0,0
"Taf1",0,0,0
"Ogt",0,0,0
"H3f3a-ps1",0,0,0
"Nhsl2",0,0,0
"Pin4",0,0,0
"Rps4x",0,0,0
"Hdac8",0,0,0
"Tsix",0,0,0
"Xist",0,0,0
"Slc16a2",0,0,0
"Rlim",0,0,0
"Abcb7",0,0,0
"Uprt",0,0,0
"5530601H04Rik",0,0,0
"Pbdc1",0,0,0
"Magee1",0,0,0
"Atrx",0,0,0
"Magt1",0,0,0
"Cox7b",1,0,0
"Atp7a",0,0,0
"Tlr13",0,0,0
"Pgk1",0,0,0
"Cysltr1",0,0,0
"P2ry10b",0,0,0
"2610002M06Rik",0,0,0
"Brwd3",0,0,0
"2810403D21Rik",0,0,0
"Hmgn5",0,0,0
"Sh3bgrl",0,0,0
"Gm6377",0,0,0
"Apool",0,1,0
"Chm",0,0,0
"Diaph2",0,0,0
"Pcdh19",0,0,0
"Cstf2",0,0,0
"Trmt2b",0,0,0
"Cenpi",0,0,0
"Timm8a1",0,0,0
"Btk",0,0,0
"Rpl36a",0,1,0
"Gla",0,0,0
"Hnrnph2",0,0,0
"Armcx6",0,0,0
"Armcx3",0,0,0
"Gprasp1",0,0,0
"Tceal8",1,0,0
"Tceal9",0,0,0
"Morf4l2",0,0,0
"Gm8019",0,0,0
"Il1rapl2",0,0,0
"Rnf128",0,-1,-1
"Rbm41",0,0,0
"Tsc22d3",0,0,0
"Psmd10",0,0,0
"Atg4a",0,0,0
"Nxt2",0,0,0
"Acsl4",0,0,0
"Tmem164",0,0,0
"Ammecr1",0,0,0
"Alg13",0,0,0
"Tmem29",0,1,0
"Apex2",0,0,0
"Gnl3l",0,0,0
"Phf8",0,0,0
"Huwe1",0,0,0
"Hsd17b10",0,0,0
"Smc1a",0,0,0
"Iqsec2",0,0,0
"Kdm5c",0,0,0
"Kantr",0,0,0
"Tspyl2",0,0,0
"Klf8",0,0,0
"Ubqln2",0,0,0
"Nbdy",0,0,0
"Sat1",0,0,0
"Acot9",0,1,0
"Prdx4",0,0,0
"Gm8606",0,0,0
"Sms",0,0,0
"Mbtps2",0,0,0
"Rps6ka3",0,0,0
"Eif1ax",0,0,0
"Bclaf3",0,0,0
"Sh3kbp1",0,0,0
"Pdha1",0,0,0
"Phka2",0,0,0
"Cdkl5",0,0,0
"Reps2",0,0,0
"Rbbp7",0,0,0
"Txlng",0,0,0
"Syap1",0,0,0
"Ctps2",0,0,0
"Zrsr2",0,0,0
"Car5b",0,0,0
"Pir",0,0,0
"Asb11",0,0,0
"Mospd2",0,0,0
"Ofd1",0,0,0
"Trappc2",0,0,0
"Rab9",0,0,0
"Tmsb4x",0,0,1
"Tlr8",0,0,0
"Tlr7",0,0,0
"Prps2",0,0,0
"Frmpd4",0,0,0
"Msl3",0,0,0
"Arhgap6",0,0,0
"Gm15261",0,0,0
"Hccs",0,0,0
"Mid1",0,-1,-1
"G530011O06Rik",0,0,0
"Gm15726",0,0,0
"Gm15247",0,-1,0
"Asmt",0,0,0
"Zfhx4",0,0,0
"Pex2",0,0,0
"Gm8797",0,0,0
"Zc2hc1a",0,0,0
"Gm16685",0,0,0
"Mrps28",0,0,0
"Tpd52",0,0,0
"Zbtb10",0,0,0
"Zfp704",0,0,0
"Pag1",0,0,0
"Fabp5",0,0,0
"Fabp4",0,0,0
"Impa1",0,0,0
"Zfand1",0,0,0
"Snx16",0,0,0
"Ralyl",0,0,0
"Lrrcc1",0,0,0
"E2f5",0,0,0
"1810022K09Rik",0,0,0
"Car13",0,0,0
"Car2",0,1,0
"Sirpb1b",0,0,0
"Sirpb1c",0,0,0
"Ythdf3",0,0,0
"Gm30667",0,0,0
"Armc1",0,0,0
"Mtfr1",0,0,0
"Pde7a",0,0,0
"Cp",0,0,0
"Hps3",0,0,0
"Hltf",0,0,0
"Gyg",0,0,0
"Tbl1xr1",0,0,0
"Naaladl2",0,0,0
"Nlgn1",0,0,0
"Nceh1",0,0,0
"Tnfsf10",0,0,0
"Fndc3b",0,0,0
"Pld1",0,0,0
"Tnik",0,0,0
"Rpl22l1",0,1,1
"Mecom",0,0,0
"Mynn",0,0,0
"Sec62",0,0,0
"Gpr160",0,0,0
"Phc3",0,0,0
"Prkci",0,0,0
"Skil",0,0,0
"Kcnmb2",0,0,0
"Zmat3",0,0,0
"Pik3ca",0,0,0
"Zfp639",0,0,0
"Mfn1",0,0,0
"Gnb4",0,0,0
"Actl6a",0,0,0
"Mrpl47",0,0,0
"Ndufb5",0,0,0
"Ttc14",0,0,0
"Ccdc39",0,0,0
"Fxr1",0,0,0
"Dnajc19",0,0,0
"Sox2ot",0,0,0
"Atp11b",0,0,0
"Dcun1d1",0,0,0
"Gm15952",0,0,0
"Mccc1",0,0,0
"Anxa5",0,1,0
"Exosc9",0,0,0
"4932438A13Rik",0,0,0
"Il2",0,0,0
"Spata5",0,0,0
"Spry1",0,0,0
"Ankrd50",0,0,0
"Intu",0,0,0
"Slc25a31",0,0,0
"Hspa4l",0,0,0
"Plk4",0,0,0
"Mfsd8",0,0,0
"Abhd18",0,0,0
"Larp1b",0,0,0
"Pgrmc2",0,0,0
"Sclt1",0,0,0
"Slc7a11",0,-1,-1
"Gm6209",0,0,0
"Noct",0,0,0
"Elf2",0,0,0
"Ndufc1",0,0,0
"Naa15",0,0,0
"Rab33b",0,0,0
"Setd7",0,0,0
"Mgst2",0,0,0
"Maml3",0,0,0
"Foxo1",0,0,0
"Cog6",0,0,0
"Nhlrc3",0,0,0
"Proser1",0,0,0
"Gm6204",0,0,0
"Ufm1",0,0,0
"Trpc4",0,0,0
"Supt20",0,0,0
"Exosc8",0,0,0
"Alg5",0,1,0
"Rfxap",0,0,0
"Spg20",0,0,0
"Nbea",0,0,0
"Commd2",0,0,0
"Rnf13",0,0,0
"Tsc22d2",0,0,0
"Serp1",0,0,0
"Eif2a",0,0,0
"Selenot",0,0,0
"Siah2",0,0,0
"4930593A02Rik",0,0,0
"Med12l",1,0,0
"Gpr171",0,0,0
"P2ry14",0,0,0
"P2ry13",0,0,0
"Mbnl1",0,0,0
"Rap2b",0,0,0
"Dhx36",0,0,0
"Slc33a1",0,0,0
"Gmps",0,1,0
"Kcnab1",0,0,0
"A330015K06Rik",0,0,0
"Ssr3",0,0,0
"Tiparp",0,0,0
"Lekr1",0,0,0
"Ccnl1",0,0,0
"Veph1",0,0,0
"Ptx3",-1,0,0
"Rsrc1",0,0,0
"Gfm1",0,0,0
"Lxn",0,0,0
"Mfsd1",0,0,0
"Il12a",0,0,0
"Smc4",0,0,0
"Kpna4",0,0,0
"Ppm1l",0,0,0
"Nmd3",0,0,0
"Sptssb",0,0,0
"Bche",0,0,0
"Pdcd10",0,0,0
"Golim4",0,0,0
"Rapgef2",0,0,0
"Gm17359",0,0,0
"Fnip2",0,0,0
"4930589L23Rik",0,0,0
"Ppid",0,0,0
"Etfdh",0,0,0
"Fam198b",0,0,0
"Pdgfc",0,0,0
"Ctso",0,0,0
"Plrg1",0,0,0
"Tlr2",-1,0,-1
"Tmem131l",0,0,0
"Trim2",0,0,0
"Arfip1",0,0,0
"Gm37240",0,0,0
"Tmem154",0,0,0
"Fbxw7",0,0,0
"Gatb",0,0,0
"Sh3d19",0,0,0
"Rps3a1",0,1,1
"Lrba",0,0,0
"Gm3788",0,0,0
"Cd1d1",0,0,0
"Fcrls",0,1,0
"Etv3",0,0,0
"Arhgef11",0,0,0
"Prcc",0,0,0
"Hdgf",0,0,0
"Mrpl24",0,0,0
"Rrnad1",0,0,0
"Isg20l2",0,0,0
"Nes",0,0,0
"Gpatch4",0,0,0
"Naxe",0,0,0
"Mef2d",0,0,0
"Cct3",0,0,0
"Glmp",0,1,0
"Smg5",0,0,0
"Pmf1",0,0,0
"Slc25a44",0,0,0
"Sema4a",0,0,0
"Lmna",0,0,0
"Lamtor2",0,0,0
"Ubqln4",0,0,0
"Ssr2",0,1,0
"Arhgef2",-1,0,0
"Khdc4",0,0,0
"Rit1",0,0,0
"Syt11",0,0,0
"1500004A13Rik",0,0,0
"Gon4l",0,0,0
"Dap3",0,0,0
"Ash1l",0,0,0
"Clk2",0,0,0
"Scamp3",0,0,0
"Gba",0,0,0
"Mtx1",0,0,0
"Krtcap2",0,0,0
"Dpm3",0,0,0
"Slc50a1",0,0,0
"Adam15",0,0,0
"Gm15417",0,0,0
"Flad1",0,0,0
"Cks1b",0,0,0
"Shc1",0,0,0
"Pygo2",0,0,0
"Pbxip1",0,0,0
"Pmvk",0,0,0
"Adar",0,0,0
"Ube2q1",0,0,0
"Hax1",0,0,0
"Gm19710",0,0,0
"Ubap2l",0,0,0
"4933434E20Rik",0,0,0
"Tpm3",0,0,0
"Nup210l",0,0,0
"Rps27",0,0,0
"Rab13",0,0,0
"Jtb",0,0,0
"Slc39a1",0,0,0
"Crtc2",0,0,0
"Dennd4b",0,0,0
"Gatad2b",0,0,0
"Ints3",0,0,0
"Ilf2",0,0,0
"Snapin",0,0,0
"Chtop",0,0,0
"S100a1",0,0,0
"S100a13",0,0,0
"S100a4",0,0,0
"S100a6",0,0,0
"S100a8",0,0,0
"S100a9",0,0,0
"Gm9774",0,0,0
"Gm37245",0,0,0
"S100a11",0,1,1
"S100a10",0,1,1
"Mrpl9",0,0,0
"Snx27",0,0,0
"Pogz",0,0,0
"Psmb4",0,0,0
"Selenbp1",0,0,0
"Rfx5",0,0,0
"Pi4kb",0,0,0
"Psmd4",0,0,0
"Pip5k1a",0,0,0
"Vps72",0,0,0
"Scnm1",0,0,0
"Lysmd1",0,0,0
"Tnfaip8l2",0,0,0
"Gabpb2",0,0,0
"Mllt11",0,0,0
"Cdc42se1",0,0,0
"Prune1",0,0,0
"Mindy1",0,0,0
"6330562C20Rik",0,0,0
"Cers2",1,0,0
"Setdb1",0,0,0
"Arnt",0,0,0
"Ctsk",0,0,0
"Ctss",0,0,0
"Golph3l",0,0,0
"Ensa",0,0,0
"E330034L11Rik",0,0,0
"Mcl1",0,0,0
"Ecm1",0,0,0
"Tars2",0,0,0
"Rprd2",0,0,0
"Prpf3",0,0,0
"Mrps21",0,0,0
"C920021L13Rik",0,0,0
"BC028528",0,0,0
"Aph1a",0,0,0
"Anp32e",0,0,0
"Plekho1",0,0,0
"Vps45",0,0,0
"Otud7b",0,0,0
"Sf3b4",0,0,0
"Bola1",0,0,0
"Fcgr1",0,1,0
"Gm15441",0,0,0
"Txnip",0,0,1
"Polr3gl",0,0,0
"Lix1l",0,0,0
"Rbm8a",0,0,0
"Rpl21-ps11",0,0,0
"Ankrd35",0,0,0
"Polr3c",0,0,0
"Rnf115",0,0,0
"Gpr89",0,0,0
"Gja5",0,0,0
"Bcl9",0,0,0
"Pde4dip",0,0,0
"Sec22b",0,0,0
"Notch2",-1,0,0
"Wars2",0,0,0
"Wdr3",0,0,0
"Gdap2",0,0,0
"Tent5c",0,0,0
"Man1a2",0,0,0
"Gm43464",0,0,0
"Vtcn1",0,0,0
"Ttf2",0,0,0
"Igsf3",0,0,0
"Atp1a1",0,0,0
"Mab21l3",0,0,0
"Sike1",0,0,0
"Csde1",0,0,0
"Nras",0,0,0
"Bcas2",0,0,0
"Trim33",0,0,0
"Hipk1",0,0,0
"Dclre1b",0,0,0
"Ptpn22",0,0,0
"Rsbn1",0,0,0
"Phtf1",0,0,0
"Magi3",0,0,0
"Lrig2",0,0,0
"Slc16a1",0,0,0
"Rhoc",0,0,0
"Mov10",0,0,0
"Capza1",0,0,0
"St7l",0,0,0
"Cttnbp2nl",0,0,0
"Rap1a",0,0,0
"Gm5547",0,0,0
"Atp5f1",0,0,0
"Gm4540",0,0,0
"Chil3",0,0,0
"Dennd2d",0,0,0
"Cept1",0,0,0
"Dram2",0,0,0
"Lrif1",0,0,0
"Cd53",1,0,0
"AI504432",-1,0,0
"Lamtor5",0,0,0
"Rbm15",0,0,0
"Strip1",0,0,0
"Ahcyl1",0,0,0
"Csf1",0,0,0
"Gstm2",0,0,0
"Gstm1",0,-1,-1
"Gstm4",0,0,0
"Gnai3",0,0,0
"Psma5",0,1,0
"Sort1",0,0,0
"Sars",0,0,0
"Tmem167b",0,0,0
"Taf13",0,0,0
"Wdr47",0,0,0
"Clcc1",0,0,0
"Gpsm2",0,0,0
"Stxbp3",0,0,0
"Fndc7",0,0,0
"Prpf38b",0,-1,-1
"Fam102b",0,0,0
"Slc25a24",0,0,0
"Vav3",0,0,0
"Gm4859",0,0,0
"Rnpc3",0,0,0
"A930005H10Rik",0,0,0
"Dph5",0,0,0
"Slc30a7",0,0,0
"Extl2",0,0,0
"Vcam1",0,0,0
"Cdc14a",0,0,0
"Rtca",0,0,0
"Dbt",0,0,0
"Trmt13",0,0,0
"Sass6",0,0,0
"Gm42893",0,0,0
"Mfsd14a",0,0,0
"Slc35a3",0,0,0
"Agl",0,0,0
"Frrs1",0,0,0
"Plppr4",0,0,0
"Snx7",0,0,0
"Dpyd",0,0,0
"Gm4332",0,0,0
"Ptbp2",0,0,0
"Tmem56",0,0,0
"Alg14",0,0,0
"F3",0,0,0
"Abcd3",0,0,0
"Arhgap29",0,0,0
"Gclm",0,0,0
"Dnttip2",0,0,0
"Bcar3",0,0,0
"Gm4610",0,0,0
"Fnbp1l",0,0,0
"1810037I17Rik",0,0,0
"Sec24d",0,0,0
"Snhg8",-1,0,0
"Gm43731",0,0,0
"Gm42826",0,0,0
"Camk2d",0,0,0
"Ank2",0,0,0
"Larp7",0,0,0
"Alpk1",0,0,0
"Tifa",0,0,0
"Ap1ar",0,0,0
"Gm43652",0,0,0
"Fam241a",0,0,0
"Pla2g12a",0,0,0
"Casp6",0,0,0
"Mcub",0,0,0
"Sec24b",0,0,0
"Ostc",0,0,0
"Rpl34",0,1,1
"Hadh",0,0,0
"Sgms2",0,0,0
"Papss1",0,0,0
"Aimp1",0,0,0
"Tbck",0,0,0
"Gstcd",0,0,0
"Ints12",0,0,0
"Ppa2",0,0,0
"Tet2",0,0,0
"Gm26691",0,0,0
"Cenpe",0,1,0
"Cisd2",0,0,0
"Ube2d3",0,0,0
"Manba",0,0,0
"Nfkb1",-1,0,0
"Slc39a8",0,0,0
"Bank1",0,0,0
"Ppp3ca",0,0,0
"H2afz",0,0,0
"Dnajb14",0,0,0
"Lamtor3",0,0,0
"Trmt10a",0,0,0
"Adh5",0,0,0
"Metap1",0,0,0
"Eif4e",0,0,0
"Tspan5",0,0,0
"Rap1gds1",0,0,0
"Stpg2",0,0,0
"Pdlim5",0,0,0
"Gbp5",0,0,0
"Gbp7",0,0,0
"Gbp3",0,0,0
"Gbp2",0,1,0
"Kyat3",0,0,0
"Gtf2b",0,1,0
"Pkn2",0,0,0
"Lmo4",-1,0,0
"Hs2st1",0,0,0
"Selenof",0,0,0
"Sh3glb1",0,0,0
"Col24a1",0,0,0
"Znhit6",0,0,0
"Cyr61",0,0,0
"Bcl10",0,0,0
"2410004B18Rik",0,0,0
"Mcoln3",0,0,0
"Mcoln2",0,0,0
"Ctbs",0,0,0
"Spata1",0,0,0
"Gng5",0,1,1
"Rpf1",0,0,0
"Prkacb",0,0,0
"Gm10288",0,0,0
"Adgrl2",0,0,0
"Ifi44",-1,0,0
"Dnajb4",0,0,0
"Fubp1",0,0,0
"Miga1",0,0,0
"Usp33",0,0,0
"Zzz3",0,0,0
"Pigk",0,0,0
"Rabggtb",0,0,0
"Acadm",0,0,0
"Slc44a5",0,0,0
"Cryz",0,0,0
"Tnni3k",0,0,0
"Fpgt",0,0,0
"Zranb2",0,0,0
"Ankrd13c",0,0,0
"Srsf11",0,0,0
"Lrrc40",0,0,0
"Gm20752",0,0,0
"Wls",0,0,0
"Tmem68",0,0,0
"Tgs1",0,0,0
"Lyn",0,0,0
"Rps20",0,1,0
"Chchd7",0,0,0
"Gm11808",0,0,0
"Penk",0,0,0
"Impad1",0,0,0
"Ubxn2b",0,0,0
"4930430E12Rik",0,0,0
"Sdcbp",0,0,0
"Nsmaf",0,0,0
"Tox",0,0,0
"Rab2a",0,0,0
"Chd7",0,0,0
"Asph",0,0,0
"Plekhf2",0,0,0
"Trp53inp1",0,0,0
"Ccne2",0,0,0
"Ints8",0,0,0
"Dpy19l4",0,0,0
"Virma",0,0,0
"Gem",0,0,0
"Pdp1",0,0,0
"Tmem67",0,0,0
"Rbm12b2",0,0,0
