"","sgNfe2l1","sgNfe2l2","doubleKO"
"6330418K02Rik",0,0,0
"Zfp68",0,0,0
"Fam20c",0,0,-1
"Pdgfa",0,0,0
"Dnaaf5",0,0,0
"Sun1",0,0,0
"Get4",0,0,0
"Adap1",0,0,0
"Cox19",0,0,0
"3110082I17Rik",0,0,0
"Zfand2a",0,0,0
"Micall2",0,0,0
"Ints1",0,0,0
"Mafk",0,0,0
"Mad1l1",0,0,0
"Nudt1",0,0,0
"Snx8",0,0,0
"Eif3b",0,0,0
"Ttyh3",0,0,0
"Amz1",0,0,0
"Gna12",0,0,0
"Card11",0,0,0
"Sdk1",0,0,0
"Foxk1",0,0,0
"Ap5z1",0,0,0
"Wipi2",0,0,0
"Tnrc18",0,0,0
"Actb",0,0,0
"Fscn1",-1,0,1
"Rnf216",0,0,0
"E130309D02Rik",0,0,0
"Zdhhc4",0,0,0
"0610040B10Rik",0,0,0
"Kdelr2",0,0,0
"Daglb",0,0,0
"Rac1",0,0,0
"Cyth3",0,0,0
"Usp42",0,0,0
"Eif2ak1",0,0,0
"Aimp2",0,0,0
"Ccz1",0,0,0
"Lmtk2",0,0,0
"Tecpr1",0,0,0
"2900089D17Rik",0,0,0
"Bri3",0,0,0
"Baiap2l1",0,0,0
"Trrap",0,0,0
"Smurf1",0,0,0
"Arpc1a",0,0,0
"Arpc1b",0,0,0
"Pdap1",0,0,0
"Bud31",0,0,0
"Atp5j2",0,0,0
"Zkscan14",0,0,0
"Zkscan5",0,0,0
"Zfp655",0,0,0
"Rnf6",0,0,0
"Cdk8",0,0,0
"Usp12",0,0,0
"Rpl21",0,0,0
"Gtf3a",0,0,0
"Mtif3",0,0,0
"Lnx2",0,0,0
"Polr1d",0,0,0
"Flt3",0,0,0
"Pan3",0,0,0
"Flt1",0,0,0
"Pomp",0,0,0
"Slc7a1",0,0,0
"Ubl3",0,0,0
"Hmgb1",0,0,0
"Uspl1",0,0,0
"Alox5ap",0,0,0
"Hsph1",0,0,0
"B3glct",0,0,0
"Fry",0,0,0
"N4bp2l2",0,0,0
"Pds5b",0,0,0
"Stard13",0,0,0
"Rfc3",0,0,0
"Gm20559",0,0,0
"Samd9l",0,0,0
"Vps50",0,0,0
"Gng11",0,0,0
"Bet1",0,0,0
"Casd1",0,0,0
"Gmfg-ps",0,0,0
"Ppp1r9a",0,0,0
"Gm44250",0,0,0
"Pon3",0,0,0
"Pon2",-1,0,0
"Asb4",0,0,0
"Slc25a13",0,0,0
"Gm8649",0,0,0
"Sem1",0,0,0
"Gm20618",0,0,0
"Sdhaf3",0,0,0
"Asns",0,0,0
"C1galt1",0,0,0
"Mios",0,0,0
"Rpa3",0,1,1
"Ica1",0,0,0
"Ndufa4",1,0,0
"Phf14",0,0,0
"Thsd7a",0,0,0
"Tmem106b",0,0,0
"Tmem168",0,0,0
"Bmt2",0,0,0
"Gpr85",0,0,0
"2610001J05Rik",0,0,0
"1110019D14Rik",0,0,0
"Foxp2",0,0,0
"Mdfic",0,0,0
"Tfec",1,0,0
"Tes",0,0,0
"Gm15581",1,0,0
"Cav2",0,0,0
"Cav1",0,0,0
"Met",0,-1,-1
"Capza2",0,1,0
"St7",0,0,0
"Cttnbp2",0,0,0
"Gm20186",0,0,0
"Lsm8",0,0,0
"Kcnd2",0,0,0
"Ing3",0,0,0
"Gm26719",0,0,0
"Cped1",0,0,0
"Fam3c",0,0,0
"Cadps2",0,0,0
"Ndufa5",0,0,0
"Asb15",0,0,0
"Wasl",0,0,0
"Pot1a",0,0,0
"Grm8",0,0,0
"Gm42547",0,0,0
"Zfp800",0,0,0
"Gcc1",0,0,0
"Arf5",0,0,0
"Snd1",0,0,0
"Lrrc4",0,0,0
"Rbm28",0,0,0
"Hilpda",0,0,0
"Fam71f2",0,0,0
"Calu",0,0,0
"Atp6v1f",0,0,0
"Irf5",0,0,0
"Tnpo3",0,0,0
"Ahcyl2",0,0,0
"Nrf1",0,0,0
"Ube2h",0,0,0
"Zc3hc1",0,0,0
"Klhdc10",0,0,0
"Tmem209",0,0,0
"Copg2",0,1,0
"Lncpint",0,0,0
"2210408F21Rik",0,0,0
"Mkln1",0,0,0
"Plxna4os1",0,0,0
"Chchd3",0,0,0
"Exoc4",0,0,0
"Slc35b4",0,0,0
"Akr1b3",0,0,0
"Akr1b8",0,0,0
"Akr1b10",1,0,0
"Bpgm",0,0,0
"Cald1",0,0,0
"Agbl3",0,0,0
"Tmem140",0,0,0
"Wdr91",0,0,0
"Cnot4",0,0,0
"Nup205",0,0,0
"1810058I24Rik",0,0,0
"Mtpn",0,0,0
"Creb3l2",0,0,0
"Trim24",0,0,0
"Zc3hav1",0,0,0
"Ubn2",0,0,0
"Fmc1",0,0,0
"Gm15697",0,0,0
"Luc7l2",0,0,0
"Gm26699",0,0,0
"Hipk2",0,0,0
"Tbxas1",0,0,0
"Parp12",0,0,0
"4930599N23Rik",0,0,0
"Kdm7a",0,0,0
"Slc37a3",0,0,0
"Rab19",0,0,0
"Mkrn1",0,0,0
"Dennd2a",0,0,0
"Ndufb2",0,0,0
"Braf",0,0,0
"Mrps33",0,0,0
"Agk",0,0,0
"E330009J07Rik",0,0,0
"Ssbp1",0,1,0
"Clec5a",0,1,0
"Zyx",0,0,0
"Tpk1",0,0,0
"Cntnap2",0,0,0
"Cul1",0,0,0
"Ezh2",0,0,0
"Pdia4",1,0,0
"Zfp282",0,0,0
"Zfp212",0,0,0
"Zfp746",0,0,0
"Zfp862-ps",0,0,0
"Tmem176b",0,0,0
"Tmem176a",0,0,0
"Gpnmb",0,0,0
"Malsu1",0,0,0
"Igf2bp3",0,0,0
"Tra2a",-1,0,0
"Ccdc126",0,0,0
"Npy",0,1,0
"Mpp6",0,0,0
"Gsdme",0,0,0
"Osbpl3",0,0,0
"Cycs",0,0,0
"Hnrnpa2b1",0,0,0
"Cbx3",0,0,0
"Snx10",0,0,0
"Skap2",0,0,0
"Hibadh",0,0,0
"Tax1bp1",0,0,0
"Jazf1",0,0,0
"Creb5",0,0,0
"Chn2",0,0,0
"9130019P16Rik",0,0,0
"Znrf2",0,0,0
"Nod1",0,0,0
"Ggct",0,0,0
"Gars",0,0,0
"Pde1c",0,0,0
"Lsm5",0,0,0
"Avl9",0,0,0
"Kbtbd2",0,0,0
"Nt5c3",0,1,0
"Gm45193",0,0,0
"Ppm1k",0,0,0
"Herc6",0,0,0
"Pyurf",0,0,0
"Lancl2",0,0,0
"Vopp1",0,0,0
"Rps15-ps2",0,0,0
"Abcg2",0,0,0
"Herc3",0,0,0
"Tigd2",0,0,0
"A530053G22Rik",0,0,0
"Ccser1",0,0,0
"Grid2",0,0,0
"Smarcad1",0,0,0
"Hpgds",0,0,0
"Tnip3",0,1,0
"2610300M13Rik",0,0,0
"Mad2l1",0,0,0
"Gm4045",0,0,0
"Gm9794",0,0,0
"Gng12",0,0,0
"Gadd45a",0,0,0
"Gm38825",0,0,0
"Serbp1",0,0,0
"Il12rb2",0,0,0
"Gm42889",0,0,0
"Rpia",0,0,0
"Krcc1",0,0,0
"Rmnd5a",0,0,0
"Rnf103",0,0,0
"Chmp3",0,0,0
"Kdm3a",0,0,0
"Mrpl35",0,0,0
"Immt",0,0,0
"Ptcd3",0,0,0
"Polr1a",0,0,0
"St3gal5",0,0,0
"Usp39",0,0,0
"0610030E20Rik",0,0,0
"Rnf181",1,0,0
"Vamp8",0,0,0
"Mat2a",0,0,0
"Capg",0,0,0
"Retsat",0,0,0
"Tgoln1",0,0,0
"Gm20536",0,0,0
"Kcmf1",0,0,0
"Tmsb10",0,0,0
"Gm20560",0,0,0
"Suclg1",0,0,0
"Ctnna2",0,0,0
"Lrrtm4",0,0,0
"Mrpl19",0,0,0
"Pole4",0,0,0
"Hk2",0,0,0
"M1ap",0,0,0
"Dok1",0,0,0
"Loxl3",0,0,0
"Htra2",0,0,0
"Aup1",0,0,0
"Dqx1",0,0,0
"Pcgf1",0,0,0
"Wbp1",0,0,0
"Dctn1",0,0,0
"Mthfd2",0,1,0
"Mob1a",0,0,0
"Bola3",0,0,0
"Tet3",0,0,0
"Dguok",0,0,0
"Stambp",0,0,0
"Tex261",0,0,0
"Nagk",0,0,0
"Zfp638",0,0,0
"Exoc6b",0,0,0
"Spr",0,0,0
"Rab11fip5",0,0,0
"Smyd5",0,0,0
"Cct7",0,0,0
"Tprkb",0,0,0
"Dusp11",0,0,0
"Gm10443",0,0,0
"Fam136a",0,0,0
"Snrpg",0,0,0
"Pcyox1",0,0,0
"C87436",0,0,0
"Pcbp1",0,0,0
"1600020E01Rik",0,0,0
"Mxd1",0,0,0
"Snrnp27",0,0,0
"Gmcl1",0,0,0
"Anxa4",0,0,0
"Aak1",0,0,0
"Nfu1",0,0,0
"Gfpt1",0,0,0
"Antxr1",0,0,0
"Arhgap25",0,0,0
"Efcc1",0,0,0
"Cnbp",0,0,0
"Copg1",0,0,0
"Gm5577",0,0,0
"Rab7",0,0,0
"Rpn1",0,0,0
"Eefsec",0,0,0
"Ruvbl1",0,0,0
"Sec61a1",0,0,0
"Mgll",0,-1,-1
"Abtb1",0,0,0
"Tpra1",0,0,0
"4930512J16Rik",0,0,0
"Plxna1",0,-1,0
"Chchd6",0,0,0
"Txnrd3",0,0,0
"Zxdc",0,0,0
"Slc41a3",0,0,0
"Iqsec1",0,-1,0
"Nup210",0,0,0
"1810044D09Rik",0,0,0
"Chchd4",0,0,0
"Tmem43",0,0,0
"Lsm3",0,0,0
"Slc6a6",0,0,0
"Ccdc174",0,0,0
"Nr2c2",0,0,0
"Mrps25",0,0,0
"Magi1",0,0,0
"Slc25a26",0,0,0
"Suclg2",0,0,0
"Fam19a1",0,0,0
"Tmf1",0,0,0
"Uba3",0,0,0
"Arl6ip5",0,0,0
"Frmd4b",-1,0,0
"Mitf",0,0,0
"Gm15531",0,0,0
"Foxp1",-1,0,0
"Gm20696",0,0,0
"Tpt1-ps3",0,0,0
"Rybp",0,0,0
"Shq1",0,0,0
"Ppp4r2",0,0,0
"Cntn3",0,0,0
"Chl1",0,0,0
"Cntn4",0,0,0
"Trnt1",0,0,0
"Crbn",0,0,0
"Sumf1",0,0,0
"Itpr1",0,0,0
"Bhlhe40",0,0,0
"Arl8b",0,0,0
"Edem1",0,0,0
"Grm7",0,0,0
"Rad18",0,0,0
"Thumpd3",0,0,0
"Setd5",0,0,0
"Mtmr14",0,0,0
"Brpf1",0,0,0
"Camk1",0,0,0
"Arpc4",0,0,0
"Jagn1",0,0,0
"Emc3",0,0,0
"Brk1",0,0,0
"Vhl",0,0,0
"Irak2",-1,-1,0
"Sec13",0,0,0
"Atg7",0,0,0
"Vgll4",0,0,0
"Pparg",0,0,0
"Mkrn2",0,0,0
"Raf1",0,0,0
"Tmem40",0,0,0
"Rpl32",0,1,1
"Plxnd1",0,0,0
"Tmcc1",0,0,0
"Washc2",0,0,0
"March8",0,0,0
"Zfp422",0,0,0
"Rassf4",0,0,0
"1700030F04Rik",0,0,0
"Zfp637",0,0,0
"Hnrnpf",0,0,0
"Csgalnact2",0,0,0
"Bms1",0,0,0
"Ankrd26",0,0,0
"Adipor2",0,0,0
"Fbxl14",0,0,0
"Erc1",0,0,0
"Wnk1",0,0,0
"Ninj2",0,0,0
"Ccdc77",0,0,0
"Kdm5a",0,0,0
"Il17ra",0,0,0
"Atp6v1e1",0,0,0
"Bcl2l13",0,0,0
"Bid",0,0,0
"Usp18",0,1,0
"Gm44148",1,0,0
"Slc6a12",0,0,0
"M6pr",0,0,0
"Gm8430",0,0,0
"Apobec1",0,0,0
"Foxj2",0,0,0
"C3ar1",1,0,0
"Necap1",0,0,0
"Clec4a3",0,0,0
"Clec4b1",0,0,0
"Clec4a2",0,0,0
"Clec4n",1,0,0
"Clec4d",0,-1,-1
"Clec4e",0,0,0
"A330044P14Rik",0,0,0
"Pex5",0,0,0
"Lpcat3",0,0,0
"Emg1",0,0,1
"Phb2",0,0,0
"Ptpn6",0,0,0
"Tpi1",0,1,0
"Usp5",0,0,0
"Cdca3",0,0,0
"Ptms",-1,0,0
"Mlf2",0,0,0
"Cops7a",0,0,0
"Pianp",0,0,0
"Zfp384",0,0,0
"4930557K07Rik",0,0,0
"Chd4",0,0,0
"Nop2",0,0,0
"Iffo1",0,0,0
"Gapdh",0,0,0
"Ncapd2",0,0,0
"Mrpl51",0,0,0
"Tapbpl",0,0,0
"Tnfrsf1a",0,0,0
"Cd9",0,0,0
"Vwf",0,0,0
"Ndufa9",0,0,0
"D6Wsu163e",0,0,0
"Gm43126",0,0,0
"Ccnd2",-1,1,1
"Parp11",0,0,0
"Tulp3",0,0,0
"Rhno1",0,0,0
"Fkbp4",0,0,0
"Klrb1a",0,0,0
"Gm44511",0,0,0
"BC035044",0,0,0
"Gm15987",0,0,0
"BC064078",0,0,0
"Clec2d",0,0,0
"2310001H17Rik",0,0,0
"Cd69",0,0,0
"Clec12a",0,0,0
"Clec1b",0,0,0
"Clec7a",0,1,0
"Olr1",1,1,1
"Gabarapl1",0,0,0
"Klrk1",0,0,0
"Klra17",0,0,0
"Gm44525",0,0,0
"Klra2",0,0,0
"Magohb",0,0,0
"Ybx3",0,0,0
"Smim10l1",0,0,0
"Etv6",0,1,0
"Lrp6",0,0,0
"Dusp16",0,0,0
"Crebl2",0,0,0
"Cdkn1b",0,0,0
"Lockd",0,0,0
"Ddx47",0,0,0
"Hebp1",0,0,0
"Emp1",0,0,0
"Atf7ip",0,0,0
"Plbd1",0,0,0
"H2afj",0,0,0
"Wbp11",0,0,0
"Arhgdib",0,0,0
"Ptpro",0,0,0
"Eps8",0,0,0
"Strap",0,0,0
"Dera",0,0,0
"Mgst1",0,0,-1
"Plekha5",0,0,0
"Gm44013",0,0,0
"Aebp2",0,0,0
"Rpl38-ps2",0,0,0
"Pyroxd1",0,0,0
"Recql",0,0,0
"Golt1b",0,0,0
"Ldhb",0,0,0
"Cmas",0,0,0
"Etnk1",0,0,0
"1700126G02Rik",0,0,0
"Sox5",0,0,0
"Lrmp",0,0,0
"Etfrf1",0,0,0
"Kras",0,0,0
"Rps25-ps1",0,0,0
"Lmntd1",0,0,0
"Rassf8",0,0,0
"Bhlhe41",0,0,0
"Itpr2",0,0,0
"Fgfr1op2",0,0,0
"Tm7sf3",0,0,0
"Med21",0,0,0
"Gm6654",0,0,0
"Stk38l",0,0,0
"Ppfibp1",0,0,0
"Mrps35",0,0,0
"Ccdc91",0,0,0
"Ergic2",0,0,0
"Rps4l",0,0,0
"Ipo8",0,0,0
"Amn1",0,0,0
"Resf1",0,0,0
"Prkcg",0,0,0
"Tarm1",0,-1,-1
"Ndufa3",0,0,0
"Tfpt",0,0,0
"Prpf31",0,0,0
"Cnot3",0,0,0
"Leng1",0,0,0
"Mboat7",0,0,0
"Tsen34",0,0,0
"Rps9",0,1,1
"Pirb",0,0,0
"Gm14548",0,0,0
"Lair1",0,0,0
"Leng8",0,0,0
"Leng9",0,-1,-1
"Rdh13",0,0,0
"Ppp1r12c",0,0,0
"Ppp6r1",0,0,0
"Hspbp1",0,0,0
"Cox6b2",0,0,0
"Rpl28",0,0,0
"Isoc2b",0,0,0
"Isoc2a",0,0,0
"Fiz1",0,0,0
"U2af2",0,0,0
"Epn1",0,0,0
"Zfp787",0,0,0
"Zfp444",0,0,0
"Zfp954",0,0,0
"Clcn4",0,0,-1
"Zfp329",0,0,0
"Zfp110",0,0,0
"Rps5",0,0,0
"Trim28",0,0,0
"Chmp2a",0,0,0
"Ube2m",0,0,0
"Lig1",0,0,0
"Pla2g4c",0,0,0
"Sult2a2",0,0,0
"Sult2a7",0,0,0
"Crxos",0,0,0
"Selenow",0,0,1
"Nop53",0,0,0
"Bicra",0,0,0
"Napa",0,0,0
"Meis3",0,0,0
"C5ar1",-1,0,0
"Inafm1",0,0,0
"Ccdc9",0,0,0
"Bbc3",0,0,0
"Sae1",0,0,0
"Zc3h4",0,0,0
"Tmem160",0,0,0
"Arhgap35",0,0,0
"Gm5586",0,0,0
"Ap2s1",0,0,0
"Slc1a5",0,0,0
"Fkrp",0,0,0
"Strn4",0,0,0
"Ptgir",0,0,0
"Calm3",0,0,0
"Gm7287",0,0,0
"Mill2",0,0,0
"Pglyrp1",0,0,0
"Qpctl",0,0,0
"Snrpd2",0,0,0
"Eml2",0,0,0
"Opa3",0,0,0
"Vasp",0,0,0
"Ercc1",0,0,0
"Cd3eap",0,0,0
"A930016O22Rik",0,0,0
"Mark4",0,0,0
"Exoc3l2",0,0,0
"Trappc6a",0,0,0
"Gemin7",0,0,0
"Clasrp",0,0,0
"Relb",0,0,0
"Clptm1",0,0,0
"Apoe",0,0,0
"Tomm40",0,0,0
"Nectin2",0,0,0
"Bcl3",0,0,0
"Pvr",0,0,0
"Gm10175",0,0,0
"Zfp180",0,0,0
"Kcnn4",0,0,0
"Smg9",0,0,0
"Plaur",0,0,0
"Pinlyp",0,0,0
"Xrcc1",0,0,0
"Ethe1",0,0,0
"Gm9844",0,0,0
"Rps19",0,1,1
"Arhgef1",0,0,0
"Rabac1",0,0,0
"Atp1a3",0,0,0
"Gsk3a",0,0,0
"Cic",0,0,0
"Pafah1b3",0,0,0
"4732471J01Rik",0,0,0
"Dmac2",0,0,0
"Bckdha",0,0,0
"Exosc5",0,0,0
"B9d2",0,0,0
"Tgfb1",0,0,0
"Hnrnpul1",0,0,0
"Axl",-1,0,0
"Egln2",0,0,0
"Snrpa",0,0,0
"Itpkc",0,0,0
"Shkbp1",0,0,0
"Blvrb",0,-1,-1
"Sertad3",0,0,0
"Sertad1",0,0,0
"Pld3",0,0,0
"2310022A10Rik",0,0,0
"Akt2",0,0,0
"Zfp626",0,0,0
"Zfp607a",0,0,0
"Zfp780b",0,0,0
"Psmc4",0,0,0
"Fbl",0,0,0
"Timm50",0,0,0
"Supt5",0,0,0
"Rps16",0,1,1
"Zfp36",0,0,0
"Med29",0,0,0
"Paf1",0,0,0
"Samd4b",0,0,0
"Gmfg",0,0,0
"Mrps12",0,0,0
"Nfkbib",0,0,0
"Sirt2",0,0,0
"Rinl",0,0,0
"Hnrnpl",0,0,0
"Ech1",0,0,0
"Actn4",0,0,0
"Eif3k",0,1,0
"Map4k1",0,0,0
"Ryr1",0,0,0
"Rasgrp4",0,0,0
"Psmd8",0,0,0
"Yif1b",0,0,0
"Spint2",0,0,0
"Sipa1l3",0,0,0
"Zfp84",0,0,0
"Zfp790",0,0,0
"Zfp27",0,0,0
"Zfp568",0,0,0
"Zfp260",0,0,0
"Zfp382",0,0,0
"Cox7a1",0,0,0
"Capns1",0,0,0
"Tbcb",0,0,0
"Polr2i",0,0,0
"Alkbh6",0,0,0
"Tyrobp",0,0,0
"Hcst",0,0,0
"Nfkbid",0,0,0
"Lin37",0,0,0
"Psenen",0,0,0
"Kmt2b",0,0,0
"Cox6b1",0,0,1
"Tmem147",0,0,0
"Cd22",0,0,0
"Hamp",-1,0,0
"Usf2",0,0,0
"Fxyd5",0,1,0
"Gramd1a",0,0,0
"Uba2",0,0,0
"Pdcd2l",0,0,0
"Gpi1",0,1,0
"4931406P16Rik",0,0,0
"Lsm14a",0,0,0
"Gm12764",0,0,0
"Pepd",0,0,0
"Cebpg",0,0,0
"Gpatch1",0,0,0
"Faap24",0,0,0
"Nudt19",0,0,0
"Ankrd27",0,0,0
"Pdcd5",0,0,0
"Uri1",0,0,0
"Ccne1",0,0,-1
"D530033B14Rik",0,0,0
"1600014C10Rik",0,0,0
"Pop4",0,0,0
"Gm37494",0,0,0
"Gm26526",0,0,0
"Gm44748",0,0,0
"AI987944",0,0,0
"Vmn2r-ps54",0,0,0
"Cd9-ps",0,0,0
"Zfp141",0,0,0
"Gm9294",0,0,0
"Zfp715",0,0,0
"Siglecf",0,0,0
"Cd33",0,0,0
"Zfp719",0,0,0
"Klk1b1",0,1,0
"Klk1b9",0,1,0
"Klk1b11",0,1,0
"Klk1b27",0,0,0
"1700008O03Rik",0,0,0
"Josd2",0,0,0
"Emc10",0,0,0
"Nr1h2",0,0,0
"Napsa",0,1,0
"Vrk3",0,0,0
"Atf5",0,0,0
"Il4i1",0,1,0
"Pnkp",0,0,0
"Ptov1",0,0,0
"Med25",0,0,0
"Ap2a1",0,0,0
"Irf3",0,0,0
"Scaf1",0,0,0
"Rras",0,0,0
"Prrg2",0,0,0
"Nosip",0,0,0
"Fcgrt",0,0,0
"Rps11",0,1,1
"Rpl13a",0,0,0
"Pih1d1",0,0,0
"Cd37",0,0,0
"Trpm4",0,0,0
"Rpl14-ps1",0,0,0
"Ppfia3",0,0,0
"Snrnp70",0,0,0
"Ruvbl2",0,0,0
"Gys1",0,0,0
"Ftl1",0,0,-1
"Gm10252",0,-1,-1
"Bax",0,0,0
"Tulp2",0,0,0
"Nucb1",0,0,0
"Ppp1r15a",0,0,0
"Plekha4",0,0,0
"Bcat2",0,0,0
"Sphk2",0,0,0
"Rpl18",0,0,0
"Cyth2",0,0,0
"Kdelr1",0,0,0
"Emp3",0,0,0
"Nomo1",0,0,0
"Sergef",0,0,0
"Saal1",0,0,0
"Saa3",-1,0,0
"Hps5",0,0,0
"Gtf2h1",0,0,0
"Ldha",0,1,0
"Tsg101",0,0,0
"Uevld",0,0,0
"Spty2d1",0,0,0
"Mrgpra6",0,0,0
"Zdhhc13",0,0,0
"E2f8",0,0,0
"Nav2",0,0,0
"Htatip2",0,0,0
"Prmt3",0,0,0
"Nell1",0,0,0
"Gm7336",0,0,0
"Tubgcp5",0,0,0
"Cyfip1",0,0,0
"Nipa2",0,0,0
"Herc2",0,0,0
"Oca2",0,0,0
"Atp10a",0,0,0
"9330162G02Rik",0,0,0
"Ube3a",0,0,0
"A230057D06Rik",0,0,0
"Klf13",0,0,0
"Mtmr10",0,0,0
"Mphosph10",0,0,0
"Mcee",0,0,0
"Tjp1",0,0,0
"Tm2d3",0,0,0
"Snrpa1",0,0,0
"Selenos",0,0,0
"Chsy1",0,0,0
"Lrrk1",0,0,0
"Gm10974",0,1,0
"Asb7",0,0,0
"Cers3",0,0,0
"Lysmd4",0,0,0
"Mef2a",0,0,0
"Lrrc28",0,0,0
"Igf1r",0,0,0
"Arrdc4",-1,0,0
"Chd2",0,0,0
"Gm44686",0,0,0
"1810026B05Rik",0,0,0
"Slco3a1",0,0,0
"Akap13",0,0,0
"AU020206",0,0,0
"Klhl25",0,0,0
"Agbl1",0,0,0
"Mrpl46",0,0,0
"Mrps11",0,0,0
"Aen",0,0,0
"Isg20",0,0,0
"Mfge8",0,0,0
"Abhd2",0,-1,0
"Polg",0,0,0
"Anpep",0,0,0
"Ap3s2",0,0,0
"Arpin",0,0,0
"Zfp710",0,0,0
"Idh2",0,0,0
"Sema4b",0,0,0
"Cib1",0,0,0
"Ngrn",0,0,0
"Rccd1",0,0,0
"Prc1",0,1,0
"Unc45a",0,0,0
"Man2a2",0,0,0
"Fes",0,0,0
"Furin",-1,0,0
"Blm",0,0,0
"Crtc3",0,0,0
"Iqgap1",0,0,0
"Gm44649",0,0,0
"Wdr73",0,0,0
"Sec11a",0,0,0
"Zfp592",0,0,0
"Pde8a",0,0,0
"Rps17",0,0,0
"Cpeb1",0,0,0
"2900076A07Rik",0,0,0
"Whamm",0,0,0
"Rammet",0,0,0
"3110040N11Rik",0,0,0
"Btbd1",0,0,0
"Tm6sf1",0,0,0
"Efl1",0,0,0
"Stard5",0,0,0
"Tlnrd1",0,0,0
"Mesd",0,0,0
"Abhd17c",0,0,0
"Zfand6",0,0,0
"Ctsc",0,0,0
"Rab38",0,0,0
"Rps13-ps2",0,0,0
"Tmem135",0,0,0
"Hikeshi",0,0,0
"Eed",0,0,0
"Picalm",0,0,0
"Crebzf",0,0,0
"Tmem126a",1,0,0
"Tmem126b",0,0,0
"Dlg2",0,0,0
"Ccdc90b",0,0,0
"Pcf11",0,0,0
"4632427E13Rik",0,0,0
"Rab30",0,0,0
"Prcp",0,0,0
"Gm15501",0,0,0
"Gm32647",0,0,0
"Tenm4",0,0,0
"Gab2",0,0,0
"Alg8",0,0,0
"Ndufc2",0,0,0
"Kctd14",0,0,0
"Ints4",0,0,0
"Aamdc",0,0,0
"Rsf1",0,0,0
"Clns1a",0,0,0
"Pak1",0,0,0
"Capn5",0,0,0
"Acer3",0,0,0
"Lrrc32",0,0,0
"Emsy",0,0,0
"Thap12",0,0,0
"Uvrag",0,0,0
"Map6",0,0,0
"Rps3",0,1,1
"Arrb1",0,0,0
"Spcs2",0,0,0
"Rnf169",0,0,0
"Pold3",0,0,0
"P4ha3",0,0,0
"Ppme1",0,0,0
"C2cd3",0,0,0
"Ucp2",0,0,0
"Coa4",0,0,0
"Mrpl48",0,0,0
"Rab6a",0,0,0
"Fam168a",0,0,0
"P2ry6",0,0,0
"P2ry2",0,0,0
"Fchsd2",0,0,0
"Clpb",0,0,0
"Anapc15",0,0,0
"Lamtor1",0,0,0
"Lrrc51",0,0,0
"Numa1",0,0,0
"Il18bp",0,0,0
"Rnf121",0,0,0
"Nup98",0,0,0
"Pgap2",0,0,0
"Rhog",0,0,0
"Stim1",0,0,0
"Rrm1",0,0,0
"Trim21",0,0,0
"Trim34a",0,0,0
"Trim5",0,0,0
"Trim12a",0,0,0
"Gm15133",0,0,0
"Trim12c",0,0,0
"Trim30b",0,0,0
"Trim30c",0,0,-1
"Trim30a",-1,0,0
"Trim30d",0,0,0
"Ilk",0,0,0
"Taf10",0,0,0
"Tpp1",0,0,0
"Gm15645",0,0,0
"Mrpl17",0,0,0
"Gm45684",0,0,0
"Gm4070",0,0,0
"Gm20663",0,0,0
"Gvin1",0,0,0
"Gm8995",0,0,0
"Olfr694",0,0,0
"Ppfibp2",0,0,0
"Eif3f",0,1,1
"Rpl27a",0,0,0
"Akip1",0,0,0
"Tmem9b",0,0,0
"Dennd5a",0,0,0
"Tmem41b",0,0,0
"1600010M07Rik",0,0,0
"Ipo7",0,0,0
"Zfp143",0,0,0
"Wee1",0,0,0
"Swap70",0,0,0
"Sbf2",0,0,0
"Adm",0,0,0
"Rnf141",0,0,0
"Ctr9",0,0,0
"Eif4g2",0,0,0
"Usp47",0,0,0
"Mical2",0,0,0
"Tead1",0,0,0
"Arntl",0,0,0
"Btbd10",0,0,0
"Far1",0,0,0
"Rras2",0,0,0
"Copb1",0,0,0
"Psma1",0,0,0
"Gm15500",0,0,0
"Calcb",0,0,0
"1110004F10Rik",0,0,0
"Plekha7",0,0,0
"Rps13",0,0,0
"Pik3c2a",0,0,0
"Nucb2",0,0,0
"Gm4366",0,0,0
"Xylt1",0,0,0
"Rps15a",0,1,1
"Arl6ip1",0,1,0
"Smg1",0,0,0
"Itpripl2",0,0,0
"Coq7",0,0,0
"Gde1",0,-1,0
"Vsp35l",0,0,0
"Knop1",0,0,0
"Thumpd1",0,0,0
"Dcun1d3",0,0,0
"Lyrm1",0,0,0
"Tmem159",0,0,0
"Uqcrc2",0,1,0
"Mosmo",0,0,0
"Mettl9",0,0,0
"2210406H18Rik",0,0,0
"Igsf6",0,0,0
"Usp31",0,0,0
"Cog7",0,0,0
"Gga2",0,0,0
"Ubfd1",0,0,0
"Ndufab1",0,0,0
"Dctn5",0,0,0
"Gm15489",0,0,0
"Prkcb",0,0,0
"Rbbp6",0,0,0
"Tnrc6a",0,0,0
"Arhgap17",0,0,0
"Lcmt1",0,0,0
"Nsmce1",0,0,0
"Il4ra",0,0,0
"Il21r",0,0,0
"Gtf3c1",0,0,0
"D430042O09Rik",0,0,0
"Xpo6",0,0,0
"1700123J17Rik",0,0,0
"Nfatc2ip",0,0,0
"Rabep2",0,0,0
"Sh2b1",0,0,0
"Tufm",0,0,0
"Atxn2l",0,0,0
"Eif3c",0,0,0
"Cln3",0,0,0
"Apobr",0,0,0
"Il27",0,0,0
"Nupr1",-1,1,0
"Sgf29",0,0,0
"Slx1b",0,0,0
