"","sgCtrl_g1_rep2","sgCtrl_g1_rep3","sgCtrl_g2_rep2","sgCtrl_g2_rep3","sgNfe2l1_g1_rep1","sgNfe2l1_g1_rep2","sgNfe2l1_g1_rep3","sgNfe2l1_g2_rep2","sgNfe2l1_g2_rep3","sgNfe2l2_g1_rep1","sgNfe2l2_g1_rep2","sgNfe2l2_g1_rep3","sgNfe2l2_g2_rep1","sgNfe2l2_g2_rep2","sgNfe2l2_g2_rep3","doubleKO_g1_rep1","doubleKO_g1_rep2","doubleKO_g1_rep3","doubleKO_g2_rep1","doubleKO_g2_rep2","doubleKO_g2_rep3"
"1700034P13Rik",14.0115596772192,17.5703574773407,6.23001142686473,9.39853104570545,11.895394619833,6.49054550883329,7.35959966770313,2.1920454813963,19.4733804681666,7.33079064800303,21.5867036383272,13.8023315847175,9.8874074633497,12.0086584955379,10.6250267972128,15.2427915935806,12.0663810395235,9.86208764959183,22.950226247743,16.7281591374109,7.8743523630411
"Sgk3",64.0528442387161,42.4616972369067,70.0876285522282,37.5941241828218,62.1203941257943,35.6980002985831,36.7979983385156,43.8409096279261,36.5125883778123,50.1877205901746,71.4021735729286,51.2658030289507,50.4778170497327,58.8424266281359,49.9376259469,40.6474442495482,66.3650957173791,46.0230756980952,51.6380090574219,60.6395768731145,37.7968913425973
"Snhg6",22.0181652070587,11.7135716515605,1.55750285671618,5.63911862742327,26.4342102662955,19.4716365264999,14.7191993354063,17.5363638511704,7.30251767556247,16.9172091876993,24.9077349673007,12.8164507572377,19.7748149266994,6.00432924776897,14.8750375160979,15.2427915935806,10.558083409583,23.0115378490476,17.2126696858073,6.27305967652909,14.173834253474
"Cops5",38.0313762667377,48.3184830626869,80.9901485492414,50.7520676468095,51.5467100192761,32.4527275441665,53.9703975631563,76.7215918488707,55.9859688459789,74.4357204258769,48.1549542701146,49.2940413739911,67.6506826439716,93.667536265196,66.9376688224405,52.502948822333,67.8733933473195,42.7357131482313,78.4132730131221,35.5473381669982,61.4199484317206
"Cspp1",36.0297248842778,30.7481255853462,15.5750285671618,26.3158869279753,22.4690787263511,22.7169092809165,46.6107978954532,19.7284093325667,21.9075530266874,28.1953486461655,33.2103132897342,34.5058289617938,23.9379338586361,32.4233779379525,36.1250911105234,23.7110091455698,30.1659525988087,26.2989003989116,28.6877828096788,18.8191790295873,23.6230570891233
"Arfgef1",192.158532716148,124.45669879783,196.245359946239,216.166214051225,108.380262091811,188.225819756165,139.832393686359,245.509093916386,107.103592574916,113.909208530509,190.959301415972,152.811528259372,114.48577062826,195.741133477269,147.687872481258,204.930864758139,165.912739293448,170.942852592925,160.651583734201,204.919949433284,196.858809076027
"Cpa6",18.0148624421389,17.5703574773407,4.67250857014854,18.7970620914109,27.7559207796102,25.9621820353332,26.9851987815781,26.3045457767557,21.9075530266874,15.7893952418527,4.98154699346013,6.90116579235875,11.448577062826,9.60692679643036,10.6250267972128,10.161861062387,16.5912739293448,14.7931314743877,9.56259426989294,14.6371392452345,9.44922283564932
"Prex2",0,5.85678582578023,12.4600228537295,1.87970620914109,2.64342102662955,3.24527275441665,4.90639977846875,2.1920454813963,4.86834511704164,5.07516275630979,4.98154699346013,2.95764248243947,7.28545813088925,4.80346339821518,3.18750803916383,8.4682175519892,4.5248928898213,11.5057689245238,5.73755656193576,2.09101989217636,3.14974094521644
"Ncoa2",26.0214679719784,20.4987503902308,12.4600228537295,16.9173558822698,11.895394619833,12.9810910176666,19.625599113875,15.3443183697741,17.0392079096458,15.7893952418527,21.5867036383272,13.8023315847175,19.7748149266994,13.2095243450917,22.3125562741468,28.7919396767633,9.0497857796426,16.4368127493197,11.4751131238715,12.5461193530582,14.173834253474
"Tram1",42.0346790316575,61.4962511706924,54.5125999850664,54.5114800650916,64.7638151524239,61.6601823339163,61.3299972308594,70.1454554046818,73.0251767556247,54.6989763735611,46.4944386056279,69.9975387510674,57.2428853141298,56.4406949290284,71.1876795413256,54.1965923327309,57.3153099377365,52.5978007978231,68.8506787432291,54.3665171965854,48.8209846508548
"Lactb2",8.00660552983951,7.32098228222529,12.4600228537295,18.7970620914109,13.2171051331477,6.49054550883329,7.35959966770313,13.1522728883778,7.30251767556247,10.7142324855429,9.96309398692027,7.88704661983858,12.4893567958101,12.0086584955379,12.7500321566553,16.9364351039784,0,8.21840637465986,1.91251885397859,4.18203978435273,7.8743523630411
"Terf1",10.0082569122994,5.85678582578023,12.4600228537295,22.5564745096931,5.28684205325909,22.7169092809165,12.2659994461719,21.920454813963,7.30251767556247,11.2781394584662,6.64206265794685,8.8729274473184,9.8874074633497,8.40606094687656,10.6250267972128,22.0173656351719,10.558083409583,11.5057689245238,3.82503770795717,18.8191790295873,12.5989637808658
"Gm7634",6.00495414737964,8.78517873867034,7.78751428358091,1.87970620914109,10.5736841065182,6.49054550883329,2.45319988923438,2.1920454813963,9.73669023408329,6.20297670215641,1.66051566448671,3.94352330991929,5.72428853141298,10.8077926459842,5.31251339860639,5.08093053119352,12.0663810395235,9.86208764959183,3.82503770795717,8.36407956870545,12.5989637808658
"Rpl7",184.151927186309,240.128218856989,202.475371373104,248.121219606624,210.151971617049,223.923820054749,213.428390363391,203.860229769856,219.075530266874,320.29916062044,244.095802679547,302.665414036305,356.987448413573,218.557584618791,296.438247642236,316.711336444396,233.786132640767,290.931585662959,332.778280592274,207.01096932546,325.998187829901
"Stau2",10.0082569122994,13.1777681080055,15.5750285671618,15.0376496731287,14.5388156464625,6.49054550883329,14.7191993354063,6.57613644418891,19.4733804681666,7.33079064800303,11.623609651407,8.8729274473184,14.0505263952864,9.60692679643036,8.50002143777022,10.161861062387,13.5746786694639,16.4368127493197,11.4751131238715,6.27305967652909,4.72461141782466
"Ube2w",62.0511928562562,64.4246440835825,43.6100799880531,63.9100111107971,67.4072361790534,87.6223643692494,76.0491965662657,83.2977282930596,46.2492786118956,81.7665110738799,54.7970169280615,78.8704661983858,92.1090063690998,58.8424266281359,82.8752090182596,69.4393839263114,55.8070123077961,44.3793944231632,93.7134238449508,73.1856962261727,69.2943007947617
"Eloc",250.206422807485,294.303487745457,316.173079913385,312.031230717421,298.706576009139,181.735274247332,304.196786265063,223.588639102423,304.271569815103,349.058416239529,337.084679890802,345.058289617938,345.018481484255,347.050230521047,327.250825354153,333.647771548374,333.333776216836,429.000812757245,416.929110167332,309.470944042102,384.268395316406
"Tmem70",14.0115596772192,20.4987503902308,24.9200457074589,18.7970620914109,27.7559207796102,12.9810910176666,22.0787990031094,13.1522728883778,34.0784158192915,23.1201858898557,21.5867036383272,17.7458548946368,30.1826122565412,21.6155852919683,25.5000643133107,22.0173656351719,19.6078691892256,29.5862629487755,30.6003016636574,31.3652983826454,23.6230570891233
"Ly96",66.054495621176,65.8888405400276,66.9726228387958,46.9926552285273,68.7289466923682,29.2074547897498,51.5171976739219,61.3772734790965,48.6834511704164,89.097301721883,46.4944386056279,66.0540154411481,92.1090063690998,88.8640728669808,71.1876795413256,77.9076014783006,57.3153099377365,59.172525897551,57.3755656193576,56.4575370887618,40.9466322878137
"Mcm3",10.0082569122994,11.7135716515605,12.4600228537295,5.63911862742327,7.93026307988864,12.9810910176666,7.35959966770313,8.76818192558522,9.73669023408329,10.7142324855429,16.6051566448671,11.8305699297579,7.80584799738134,3.60259754866138,6.37501607832766,6.77457404159136,25.6410597089874,8.21840637465986,9.56259426989294,10.4550994608818,9.44922283564932
"Tram2",2.00165138245988,2.92839291289011,14.0175257104456,1.87970620914109,1.32171051331477,6.49054550883329,4.90639977846875,13.1522728883778,2.43417255852082,1.69172091876993,0,3.94352330991929,2.08155946596836,4.80346339821518,3.18750803916383,8.4682175519892,7.54148814970217,9.86208764959183,7.65007541591435,2.09101989217636,7.8743523630411
"Tmem14a",10.0082569122994,1.46419645644506,3.11500571343236,3.75941241828218,11.895394619833,9.73581826324994,7.35959966770313,4.38409096279261,17.0392079096458,6.20297670215641,4.98154699346013,5.91528496487893,5.20389866492089,4.80346339821518,3.18750803916383,5.08093053119352,4.5248928898213,1.64368127493197,13.3876319778501,4.18203978435273,9.44922283564932
"Kcnq5",8.00660552983951,7.32098228222529,4.67250857014854,5.63911862742327,13.2171051331477,0,2.45319988923438,10.9602274069815,17.0392079096458,12.4059534043128,11.623609651407,12.8164507572377,9.36701759685761,7.20519509732277,13.8125348363766,13.5491480831827,3.01659525988087,8.21840637465986,0,8.36407956870545,6.29948189043288
"Ogfrl1",10.0082569122994,11.7135716515605,7.78751428358091,15.0376496731287,14.5388156464625,16.2263637720832,2.45319988923438,17.5363638511704,19.4733804681666,15.2254882689294,13.2841253158937,16.759974067157,17.1728655942389,12.0086584955379,14.8750375160979,10.161861062387,27.1493573389278,13.1494501994558,11.4751131238715,16.7281591374109,17.3235751986904
"Smap1",32.0264221193581,57.1036618013572,70.0876285522282,43.2332428102451,75.3374992589421,51.9243640706663,73.5959966770313,70.1454554046818,63.2884865215414,69.9244646424904,43.1734072766545,53.2375646839104,69.73224210994,84.0606094687656,62.6876581035554,33.8728702079568,69.38169097726,39.4483505983673,51.6380090574219,83.6407956870545,50.395855123463
"Sdhaf4",54.0445873264167,83.4591980173683,76.3176399790929,67.6694235290793,67.4072361790534,55.169636825083,73.5959966770313,54.8011370349076,68.156831638583,71.052278588337,59.7785639215216,62.1104921312288,64.007953578527,57.6415607785821,61.6251554238341,64.3584533951179,69.38169097726,82.1840637465986,74.5882353051649,50.1844774122327,50.395855123463
"Fam135a",10.0082569122994,2.92839291289011,3.11500571343236,5.63911862742327,3.96513153994432,3.24527275441665,4.90639977846875,10.9602274069815,2.43417255852082,3.38344183753986,4.98154699346013,1.97176165495964,3.12233919895254,6.00432924776897,1.06250267972128,6.77457404159136,4.5248928898213,1.64368127493197,1.91251885397859,4.18203978435273,3.14974094521644
"Col19a1",6.00495414737964,10.2493751951154,4.67250857014854,11.2782372548465,13.2171051331477,9.73581826324994,9.81279955693751,4.38409096279261,4.86834511704164,6.76688367507972,6.64206265794685,6.90116579235875,8.32623786387343,13.2095243450917,5.31251339860639,10.161861062387,1.50829762994043,6.57472509972789,3.82503770795717,4.18203978435273,4.72461141782466
"Lmbrd1",88.0726608282347,86.3875909302584,109.025199970133,99.6244290844778,95.1631569586637,97.3581826324994,90.7683959016719,113.986365032608,80.3276944311871,84.5860459384965,83.0257832243356,83.7998703357849,87.9458874371631,88.8640728669808,78.6251982993745,88.0694625406877,69.38169097726,85.4714262964626,80.3257918671007,75.2767161183491,72.4440417399781
"Phf3",38.0313762667377,17.5703574773407,26.4775485641751,22.5564745096931,25.1124997529807,16.2263637720832,14.7191993354063,17.5363638511704,24.3417255852082,19.1728370793925,39.8523759476811,17.7458548946368,22.3767642591598,19.2138535928607,22.3125562741468,30.4855831871611,18.0995715592852,18.0804940242517,22.950226247743,25.0922387061164,22.0481866165151
"Khdrbs2",14.0115596772192,21.9629468466759,14.0175257104456,13.1579434639876,18.5039471864068,19.4716365264999,9.81279955693751,10.9602274069815,21.9075530266874,17.4811161606226,18.2656723093538,19.7176165495964,14.5709162617785,12.0086584955379,15.9375401958192,15.2427915935806,7.54148814970217,13.1494501994558,11.4751131238715,16.7281591374109,12.5989637808658
"Prim2",10.0082569122994,10.2493751951154,6.23001142686473,9.39853104570545,11.895394619833,0,9.81279955693751,6.57613644418891,4.86834511704164,3.38344183753986,0,5.91528496487893,11.9689669293181,9.60692679643036,7.43751875804894,8.4682175519892,18.0995715592852,8.21840637465986,5.73755656193576,8.36407956870545,7.8743523630411
"Zfp451",20.0165138245988,33.6765184982363,15.5750285671618,41.353536601104,17.182236673092,19.4716365264999,22.0787990031094,19.7284093325667,17.0392079096458,23.684092862779,11.623609651407,24.6470206869955,16.6524757277469,19.2138535928607,15.9375401958192,13.5491480831827,10.558083409583,13.1494501994558,19.1251885397859,12.5461193530582,15.7487047260822
"Bend6",8.00660552983951,5.85678582578023,10.9025199970133,7.51882483656436,7.93026307988864,9.73581826324994,2.45319988923438,4.38409096279261,9.73669023408329,6.76688367507972,3.32103132897342,5.91528496487893,5.20389866492089,3.60259754866138,12.7500321566553,11.8555045727849,9.0497857796426,6.57472509972789,7.65007541591435,8.36407956870545,3.14974094521644
"Dst",166.13706474417,109.814734233379,109.025199970133,114.662078757607,97.8065779852932,94.1129098780827,117.75359468325,133.714774365175,92.4985572237912,112.217487611739,88.0073302177957,91.6869169556234,105.118753031402,86.4623411678732,96.6877438546362,101.61861062387,88.9895601664856,113.414007970306,87.975867283015,121.279153746229,92.9173578838849
"Ccdc115",14.0115596772192,11.7135716515605,3.11500571343236,3.75941241828218,5.28684205325909,9.73581826324994,2.45319988923438,6.57613644418891,14.6050353511249,6.76688367507972,9.96309398692027,4.92940413739911,9.8874074633497,15.6112560441993,5.31251339860639,5.08093053119352,7.54148814970217,11.5057689245238,7.65007541591435,14.6371392452345,3.14974094521644
